"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ivo-cobra8","27 December 2015","The Incredible Hulk (2008) is A Marvel pure, fun, popcorn, Action superhero Film! This film is miles way better than The Avengers, Avengers: Age of Ultron and 2003 film Hulk! I take this movie over both Avengers films and 2003 Hulk! This movie right now is still to this day, the most underrated Marvel movie of all-time. The majority of people disliking this movie and loves Mark Ruffalo's Avengers Hulk. In my opinion Edward Norton's Hulk/Bruce Banner is still to this day the best (not saying that Mark Ruffalo was bad because by all means he wasn't). This movie has class effects and it just as good as Iron Man. After watching Hulk (2003) I was really, really disappointed over that lame over long, boring to death super wannabe comic book film. Watching this, I was highly enjoyed, the movie was entertained, not bad at all, it was pretty good. Not boring, not to over long, I have enjoyed the hell out of this movie. It is awesome Action superhero comic book flick that does the job right! I am not a big comic book reader fan, I have not read Hulk comic books, but I did have watch the original TV show The Incredible Hulk (1977 - 1982) as a child. Been the biggest fan of that show, I know that in the TV show that, there was a reporter Jack McGee who was chasing Hulk trough the state, in this film Jack McGee is mentioned but as a journalist reporter student. Edward Norton did a solid job as Bruce Banner, he was even more convincing than Eric Bana. A massive improvement from the last movie. Edward Norton gets the character right all the way through. Eric Bana was the worst choice for playing the most iconic character Bruce Banner. The original bored me to hell, I will never watch it again. But this one I will it is my favorite flick alongside Iron Man 1 & 3, Captain America: The Winter Soldier, Captain America: The First Avenger, Thor: The Dark World and Thor. Liv Tyler did amazing job as Betty Ross, but I still love Jennifer Connelly to death, I have enjoyed watching her in the Original flick Hulk. Tim Roth as Emil Blonsky/Abomination is great and fantastic in this flick, he was the most awesome villain in this film, unlike original who had none villain in the movie except David Banner (Nick Nolte). This movie has a heart and Edward Norton is the best, but Billy Bixby will be the only David Banner around here not Nick Nolte or Paul Kersey!:P. Lou Ferrigno was respectfully in this movie who has play the ""Hulk"" in the 70's TV Show, I have mentioned before he was also in Hulk (2003) original he played the same Security Guard that he have played here. I remember the scene where Bruce comes dressed as a pizza deliver boy on the campus and brings security guard a pizza, that security guard on university campus is Lou Ferrigno! I have recognized him immediately. Lou Ferrigno even voices Hulk, his first words where after the original film ""Betty"" where changed too: ""leave me alone"" and ""Hulk smash!"" really great lines. Right after Iron Man (2008) was finished and released out, Tony Stark (the always wonderfully charismatic Robert Downey Jr.) made a cameo scene on the end of credits towards Thaddeus ""Thunderbolt"" Ross: (William Hurt). Director Louis Leterrier did a great solid job directing this fast paced action flick. He expressed interest in directing Iron Man but he couldn't because Jon Favreau was already MARVEL's first choice to direct the flick, but instead he was brought on board with writer Zak Penn who started to work on a loose sequel that would be much closer to the comics and the 1978 television series of the same name. And they both proved and did made a great solid job working together. Things I love about this film that work so great: The chemistry between Bruce (Edward Norton) and Betty (Liv Tylor) were great and amazing. The suspense, a c t i o n, drama, romance, comedy, special effects all perfectly blended to create this spectacular superhero flick. The hulk himself is portrayed as he should be. A rampaging monster with heart and a creature who is misunderstood. The fight scenes between Hulk and Abomination where really great, just like was in Iron Man movie, Hulk defeated Abomination but did not killed him, when Betty told him not too and she stopped him. The Incredible Hulk is the second feature film adaptation of the Marvel comic book series (the first being 2003's Hulk). Edward Norton stars as Bruce Banner, who goes into hiding as he tries to find a way to reverse the mutation that causes him to become the green beast. This film was directed by Louis Leterrier and is part of ""Phase One"" of the Marvel Cinematic Universe that includes Iron Man, Thor and Captain America: The First Avenger and culminated in 2012's The Avengers. The rating I am giving to this movie is 9, it is great superhero flick! I rather watch this than MARVEL Avengers, I will never watch them again! 9/10 Score: A Studio: Marvel Studios, Universal Pictures Starring: Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson, Ty Burrell Director: Louis Letterrier Producers: Avi Arad, Gale Anne Hurd, Kevin Feige Screenplay by Zak Penn Based on Hulk by Stan Lee Jack Kirby Rated: PG-13 Running Time: 1 Hr. 52 Mins. Budget: $150.000.000 Box Office: $263,427,551","
            9/10
            "
"tedg","23 February 2009","I'm not sure what it is about Marvel comics that turns their movies into unsuccessful films. There's some profound consistency in the approach. It clearly originates in a specific concept of what the essence of comic books are about so what matters in translating to the screen.My theory is that Marvel had a fan base in the 60s and 70s (when the form we see was established). The fans and artists reinforced a style which was more spefically rooted in the comic books of the 30s before comics became essentially cinematic.I'm talking about superhero books here. DC was the first to become exclusively cinematic and the first to market that to TeeVee and Movies, which in this context are equivalent.It's precisely the uncinematic nature of Marvel that made them successful as books. The design of the panels is profoundly static. The postures and even the builds (which are the main defining characteristics here) are not derived from any stage. The physical humanness is deliberately removed so that the characters and stories can be more abstractly pure.It's the same crowd that is producing these movies. Unlike, say the Batman series where artists are given great freedom, this production shop controls the approach tightly. That's probably good for the brand, but it makes for pretty tepid movies. Oh, these can be as loud and colorful as the next guy's. But they will never have the power over the soul that  yes  the comics have.And gosh, if Liv Tyler's job is to just look appealing, why would they photograph her so poorly?Ted's Evaluation -- 1 of 3: You can find something better to do with this part of your life.","
            7/10
            "
"Nytwolf","11 June 2008","For those that know only of the original comic book Hulk, the TV series Hulk, or the regrettable Ang Lee Hulk, you should know that this new version is a mixture of origins.Without spoiling it, one of the larger ingredients in this new Hulk comes from a Marvel series that is an alternate universe. There are many differences in the Ultimates Universe. In this version, Banner did not get his gamma radiation from exposure during an experimental bomb explosion. I won't spoil it, but you can go to www.marvel.com and look under ""Ultimates"" if you wish to get the gist of it. I can truly say that this version captures a little of everything, so that no matter what your knowledge is of the Hulk character, there's tie-ins to everything.Personally, I felt this reboot was well thought out. It allows for any future connectivity by not limiting it to one version of the Hulk. This will allow future Marvel movie-makers the ability to pick and choose aspects from the multitude of alternate universes, re-tellings, and time spans to combine whatever they please.This was well cast. When the overall product can make me forget the fact that I don't like a specific actor, and truly appreciate the total entertainment experience, it's something to smile about. I won't mention which one I don't care for, since all that will do is spark useless debate.Story - intricate and intelligent, fast-paced, yet deeply explanatory, complex, yet easily taken in by non-geeks. Enough references to the true comic, alternate comic, and TV show, that everyone in the sneak peek seemed to be pleased. I surely was.CGI was great. Don't know why some have to nit-pick, but you can't please everyone, I guess. Action was wonderful with plenty of it! If you've ever read one of my reviews, you'll know that I'm a true fan of overall entertainment. While I have favorites, I don't base reviews on just one actor, writer, director, production company, genre, or whatever. So, if you don't like my opinion, so be it.","
            7/10
            "
"the_headless_cross","15 June 2008","OK, I didn't think the 2003 Ang Lee version was THAT bad, but you ever figure out the faults of a movie when seeing the sequel/reboot to it? Now I do with Ang's version and after seeing the new improved Hulk I must say this is 100 times better! We see more of Bruce ""Hulking"" out and less of the drama the first showed to us. No more of Bruce blaming his father for what happened to him.Also this presents to us something else the first lacked: humor. OK, don't want the movie to be a total laugh fest, but nothing wrong with a little moments of laughter, such as some nods to the comic and TV show (the purple pants, and of course Lou's cameo, dang he's huge!). A little humor made Bruce seem like a real human rather than Eric Bana's deadpan performance.Speaking of, the cast, like the story, is redone and redone well. As I mentioned, Norton makes Bruce Banner more human. Nothing against Sam Elliot, but Hurt gives off a better presence as Thunderbolt Ross. Liv Tyler is easy on the eyes (she does have daddy's lips, but still hot), and easy on the performance as well. Tim Roth just owns as the villain here.The villain of course is the Abomination and what a sweet villain he is (better than the CG dogs and the Absorb Man). And believe me, the fight scene between him and our green friend will bring out the inner nerd in you. Oh, and hearing ""HULK SMASH!"" will too!Overall, more action than the 2003 ""drama"" and more humor leads to what we WANT a Hulk movie to be like. Oh, and don't forget to watch for a surprise cameo (hint: not Stan Lee or Lou) which hints at a possible cool movie event in the future!","
            7/10
            "
"Scarecrow-88","11 May 2009","Odd casting makes THE INCREDIBLE HULK, in my mind, an interesting feature film, a second attempt to right the wrongs of Ang Lee's HULK. Ultimately, as others in the past have mentioned, by the end, it turns into a video game duel between two monster titans with New York City(..a setting which seems to work quite well as a place where destruction occurs to such a devastating degree)the battleground as civilians, buildings, and transport vehicles are leveled in the process.A scrawny Ed Norton is cast as Bruce Banner, an innocent University student who thought he was testing a serum in regards to ""radiation resistance"", but his girlfriend Betty's(Live Tyler) military father, General Ross(William Hurt, wearing a hair piece and facial war scars) had actually tricked him..it's in fact a genetic experiment Bruce was injecting, therefore he suffers the horrifying side-effects. If Bruce's heart rate reaches a certain high point, upon excitement, he mutates into a gargantuan, muscular monster rampaging through those who dare to combat it. Tim Roth, in an unusual role, is a Russian(..raised in Britain)soldier Emil Blonsky, called in by Ross to find Bruce, soon injecting him with formulas which enhance his recuperative powers and combative skills. Blonsky embraces a difficult opponent, enjoys a challenge, and yearns for the same ability(..to become an unstoppable force like the green hulk)Bruce has. Tim Blake Nelson(..who I think steals the entire film from everyone who shares the screen with him)is a, energetic, unflappable NYC scientist, Samuel Sterns, who Bruce has contacted over the internet regarding his specific condition, looking for a cure that can kill the beast within(..he looks at it as a disease).Actually, my favorite part of the film was the thrilling chase through Rio de Janeiro, as Bruce attempts to escape his pursuers, military men led by Blonsky and Ross, leaping across roof tops and into crowded streets..it's quite exciting like a Bourne actioner. The action sequence within a juice bottle factory as unfriendly Brazilian co-workers bring the dormant hulk out from hiding, as Blonsky's men close in, is a stunner. Norton and Tyler really have good chemistry and their characters' romance isn't overwrought. Hurt isn't as intense or angered as Sam Elliot's version in Lang's film..he's more methodical and cold-blooded. Roth is pure machismo and menace. You can see that he lives for combat against an enemy. The Abomination character is quite hideous with it's deformities(..obviously thanks to those ill-advised injections which basically fed more fuel to an adrenaline junkie who covets competition). Great cameos featuring Lou Ferrigno(..still has bulging muscles)and Stan Lee(..the unfortunate who drinks a ""tainted"" juice containing Bruce's blood!)..nice tribute to Bill Bixby as well. Quite a lengthly battle sequence within a college campus between Hulk and Ross' soldiers, using all the weaponry and tanks at their disposal. As expected, the film is effects-heavy at times with Bruce staying active on the run, a fugitive who gains an ally in Betty(..who sternly disagrees with her father's operation)along the way. Norton is among an interesting crop of fine multi-talented A-listers assuming the role of hero in Summer Blockbusters.","
            10/10
            "
"Bunuel1976","6 July 2008","I recall disliking the overblown, gimmicky and far too somber HULK (2003); even if the creature’s leaping skills were a staple of the original comic (an animated series of which from the 1960s I used to watch as a kid), I found them especially silly in the live-action version – thankfully, here, they’re relegated to the very end. Anyway, when this was first announced, I had little faith that it would be any good: at first, I even doubted Edward Norton’s suitability for the lead but, seeing him in action as Dr. Bruce Banner, he brings the right elements of intelligence, paranoia, tenacity and anguish to the role (his relationship with Betty Ross – nicely played by the luscious Liv Tyler – is very moving, making for one of the more compelling couples in this type of film).As for the Hulk himself, I’m still reeling from the ultra-fake look of the CGI technique: I know having a body-builder painted green (like Lou Ferrigno was in the popular TV series from the 1970s I’m also familiar with) wouldn’t cut the mustard in this day and age of blockbuster movies filled with large-scale gratuitous mayhem…but when the alternative is so unsatisfactory?! Incidentally, it was nice of the film-makers to acknowledge both actors from that earlier incarnation: the late Bill Bixby (the original Bruce…er…David Banner) appears in a bit from one of his other TV series on Brazilian TV(!), while Ferrigno is the lab guard whom Norton bribes with a pizza(!)…not to mention the character’s creator, Stan Lee (he has become a staple of these modern renditions of his work), who’s the old man infected with Banner’s blood at one point.Another definite strong point to the film is the performance by Tim Roth: his typically riveting intensity makes up for the deficiencies of the character as written – so that he’s believable nevertheless as both a man of action and one who’s curious about the possibilities of science (as always, both the experts in the field and the military callously want to use the techniques to their own selfish ends rather than in the service of humanity); even more importantly, he’s an ideal adversary for both Banner and Hulk (when he’s himself transformed into the so-called Abomination). On the other hand, William Hurt disappointingly (I should say, lazily) hams it up in his one-dimensional role of the cigar-chomping General – one can’t help smiling at his apparent ability to summon all the heavy artillery employed in the pursuit of The Hulk at the bat of an eyelid!; having come to his senses by the end, he is seen taking a drink at a bar when he receives a visit from one Tony Stark… The action is the slam-bang, give-‘em-all-you-‘ve-got routine we’ve come to expect in this form of mass entertainment – which, after a while, begins to look all the same (especially in the way Hulk seems to be impervious to practically anything they can throw at him!); besides, Abomination seems to throw in the towel all-too-easily during their showdown (I guess being a monster in love gave The Hulk greater motivation). Since romance in the usual sense isn’t possible because Banner’s accelerated heartbeat would constitute another transformation into the green giant, we get a bit of King Kong tenderness between Tyler and The Hulk himself in a cave but which, thankfully, isn’t carried on too far.I’d never heard of French director Leterrier: looking at his brief resume' on IMDb, it seems he was chosen for this on the strength of his work on the actioner TRANSPORTER 2 (2005)! – he does seem to have an annoying preponderance for sweeping “helicopter” (crane/overhead) shots. In any case, his next film, looks like it’ll be another remake – this time of the Ray Harryhausen mythological opus CLASH OF THE TITANS (1981) which, for what it’s worth, had featured extensive shooting in Malta!!","
            10/10
            "
"YoSafBridge","16 June 2008","Three cheers for Marvel for finally realizing that no one knows their material better then themselves. May they never sell another beloved superhero to a lesser being again.For the second time this summer Marvel has given us a superhero movie that just plain rocks. With the exact right amount of humour, character development and great action sequences, the Incredible Hulk is up there with Iron Man as one of my favourite films to be released so far in the summer movie season. While I didn't like it quite as much as Iron Man (Robert Downey WAS Tony Stark. Whereas something still doesn't sit right about Edward Norton as Bruce...) it was nevertheless a great, faithful adaptation of the comic books. Plus the cameo appearances by both Stan Lee and Robert Downey Jr where terrific! Possibly my favourite Stan Lee cameo yet.There isn't really much else to say besides, go see it for yourselves. If you're a fan of the comics, or just of fun popcorn films you'll definitely enjoy this one.8/10","
            7/10
            "
"aharmas","15 June 2008","At first, I wondered why they were releasing this ""adaptation"" so quickly after the Ang Lee version. I hadn't recovered from that disappointment and didn't have much confidence the new movie would get it right, either. It was specially daunting, coming right behind ""Ironman"", but there some intriguing variables, most importantly, the fact that Edward Norton was playing our doomed scientist. Finally, I must admit that the new ""Hulk"" is everything a film of this genre should be: exciting, interesting, very nice to look, showing a range of emotions, and most importantly, it leaves you hoping there is a sequel really soon! The excitement never lets up in this one. From the introduction of the ""hulk"" when the original experiment goes awry. Later on, other pieces come together, and we understand how each of the participants contributed to the tragic transformation of our hero. It is the trademark of a good screenwriter than he is able to create multidimensional characters, without relying too much on narration or extended dialog pieces. Most of the information is delivered visually, through montages, and a couple of lines placed at the right moment in key scenes to recall past events. Some of the film is even told in a foreign language, and it doesn't seem to matter because it completes that particular chapter and adds truth to the scene.In addition to being exciting, the film is a pleasure to watch, as we follow our hero through his odyssey from Brazil to Guatemala and back to the states. Great camera work adds plenty of mood to each scene. The director and cinematographer have seamless added special effects to a beautifully shot movie. Gone were my reservations about the look of the ""monster"" in the first film. This time, the new hulk is able to project his emotions without calling much attention to the FX. The Hulk is actually capable of showing a range of emotions ranging from desperation to anger, and it touches us.It is also refreshing to see a love story in the middle of this action fantasy film. It gives every character a much need dimension that is usually missing from this type of adventures. The lovely Liv Tyler has amazing chemistry with Norton and fully supports the main character as he moves through his adventures.And let's not forget that final scene... if i was craving a sequel from its opening scene, I couldn't restrain myself from gasping when I saw the guest star who shows up at the last minute to exchange a few words with the William Hurt character. I'm dying to see what happens next.","
            1/10
            "
"SonicStuart","17 September 2008","The Incredible HulkStarring: Edward Norton, Liv Tyler, William Hurt, Tim Blake Nelson and Tim Roth including a special appearance by Robert Downey Jr.Genre: Action/Sci-Fi/ThrillerRated PG-13I hated the 2003 Hulk movie, but I'm glad that this movie turned out better and made up for it and not to mention Edward Norton gets to play the title role and you can't go wrong with Edward Norton. Plus this movie got a chance to start the series over again from the right foot considering this movie is a reboot but yet a loose sequel. So basically, Bruce Banner (Edward Norton) is hiding out in Brazil trying to control his anger and finding a cure to get rid of his inner beast while General Ross (William Hurt) is still trying to capture him and trying to stop Emil Blonsky (Tim Roth) as he goes out of control and becomes Abomination. I liked it how this movie decided to take only a few minutes of the movie to show us how Bruce Banner became The Incredible Hulk unlike that 03 movie that took an hour to explain how Bruce became The Incredible Hulk. I also liked how they put in a lot of chase scenes in this movie like the chase scene in Brazil made it look like ""The Bourne Identity"". Plus the fight scenes were good too and they made a good choice to choose a villain that's more of The Hulk's size and strength. Edward Norton also did a good job writing this movie too, he never fails to do a good movie, I hope he does another Incredible Hulk movie or at least make an appearance in ""The Avengers"" movie. Not to also mention that Tony Stark (Robert Downey Jr.) gets to make a special appearance. Overall this movie was totally better and made up for the damage that Ang Lee did.","
            8/10
            "
"Floated2","3 May 2019","The Incredible Hulk starring Edward Norton is quite easily an upgrade over Ang Lee's Hulk released in 2003 for several reasons. Having watched both films right after one another, it is clear this version is superior.First off Edward Norton's performance as Bruce Banner is more convincing than Eric Bana as he shows much more emotion and range as Banner, and is easier to root for. Same with Liv Tyler, as she is quite easily an upgrade over Jennifer Connelly's Betty Ross.More action and this film doesn't feel as forced as the 2003 version. Also more humor and some unintentional funny moments for comic relief.This film also doesn't drag its plot along and doesn't have the same abusive father storyline with flashbacks. It gets right into the story and immediately becomes quite thrilling and entertaining.The CGI of the Hulk looked better all around. The battle scene at the end was a good watch.","
            10/10
            "
"Critomaton","13 July 2008","Somebody owes Ang Lee an apology. Actually, a lot of people do. And I'll start. I was never interested in the Ang Lee film Hulk, because of the near unanimous bad reviews. Even the premium cable channels seemed to rarely show it. I finally decided to watch it yesterday on USA network and, wow....SPOILERS FOR ANG LEE'S HULK AND THE INCREDIBLE HULK Was it boring! I almost didn't make it through Ang Lee's Hulk. Eric Bana was expressionless, Nick Nolte was horrible, Sam Elliott was unlikeable (and that's no fun, he's usually a cool character). In fact, I honestly think they chose Eric Bana because his non-descript face was the easiest to mimic with computer graphics - and it was clear that the Ang Lee Hulk was meant to facially resemble Bruce Banner in his non-angry state. When Hulk fought a mutant poodle I was ready to concede Hulk as the worst superhero movie ever.But then something happened. About 3/4 of the way through this tedious movie, there was a genuinely exciting and - dare I say it - reasonably convincing - extended action scene that starts with Hulk breaking out of a containment chamber in a military base, fighting M1 tanks and Comanche helicopters in the desert, then riding an F22 Raptor into the stratosphere, only to be captured on the streets of San Francisco. This was one of the best action sequences ever made for a superhero movie. And I have to say, the CGI was quite good. That's not to say that the Hulk was totally convincing. But it didn't require much more suspension of disbelief than is required in a lot of non-superhero action movies. And that's quite a feat.Of course, the ending got really stupid with Bruce Banner's father turning into some sort of shape-shifting villain but the earlier long action sequence put any of Iron Man's brief heroics to shame. And overall, apart from the animated mutant dogs, it really did seem like the CGI in Hulk tried hard to convince you that he was real and really interacting with his environment. It was certainly better than I expected.OK, but what about The Incredible Hulk? Guess what... It's boring too! It has just a few appearances by the Hulk and here's the thing - the CGI in this movie is horrible. Maybe the Hulk in Ang Lee's version looked fake at times and cartoonish at others - but it had its convincing moments also. The Incredible Hulk looked positively ridiculous. It had skin tone and muscle tone that didn't even look like a living creature, just some sort of computer-generated texture. It was really preposterous. The lighting, environment and facial effects didn't look 5 years newer than Ang Lee's, they looked 10 years older. And there really is no excuse for that. We truly are living in an era where computer programmers can ruin a movie just as thoroughly as any director, actor or cinematographer ever could.Worse, the writer and director of this movie seemed to learn almost nothing from Ang Lee's ""failure"". All the same mistakes are made. Bruce Banner is practically emotionless. The general is so relentlessly, implausibly one-dimensional that he seems faker than the Hulk. The love interest is unconvincing (I have to give Liv Tyler credit for being more emotional than Jennifer Connelly, though both are quite easy on the eyes). Tim Blake Nelson overacts almost as much as Nick Nolte, even though he's only in the movie for a few minutes. The Hulk really doesn't do much in this movie, certainly not any more than in Ang Lee's version. The Incredible Hulk was slightly more fast-paced, but since nothing really happened anyway that's not worth much. Oh yeah, the villain is every bit as phony looking as the Hulk. He's actually much more interesting as a human than as a monster. This is how I can definitively say Ang Lee's version was better: if I ever have the chance to see Ang Lee's version again, I might be able to sit through it to see the good action sequences, or else to try to appreciate the dialogue a little more (more likely I'd just fast forward to the good parts). But there is absolutely not a single scene in The Incredible Hulk that is worth seeing once, let alone twice. It is truly at the bottom of the heap of superhero movies. The cartoonish CGI is an insult to the audience - at least in Ang Lee's version it seems like they were trying to make it realistic (except for the giant poodle, of course).It is absolutely mind-boggling how the filmmakers intended to erase the bad feelings associated with Ang Lee's Hulk by making almost exactly the same movie. It is to Edward Norton's credit that he seems to be distancing himself from this film.","
            4/10
            "
"StarkTech","8 June 2008","What a summer Marvel is having! Iron Man hitting big was great but Incredible Hulk may even top it. I caught a pre-screening and I can assure everyone that the Hulk delivers more action and maybe more fun. If you are concerned that this film is another Ang Lee type misfire, don't be. It's about 100 times better then the version of five years ago. Unlike the Ang Lee effort, it's presented in a way that can be savored. The pacing is perfect and the action is relentlessly awesome. What's amazing is that they managed to play both sides perfectly. It's far deeper then I would've thought given the subject matter. Each frame is packed with action, emotion, drama or intensity. I was expecting to see a crazy green giant destroying the landscape and fighting another crazy green monster for two hours. I was shocked at the complexity of this movie. Given Edward Norton's involvement, I don't know why I'm so surprised. The action is certainly there but the tone is perfect, a mix of the TV flavor with all the action from the comic books. Hulk does indeed ""smash"" but it's more then just dumb action with no plot. It truly is an all around exceptional film. Also, I'm amazed at how far the CGI came since the first teaser trailer. This remarkable CGI works very well and it offers the chance to savor a complete movie going experience without being pulled out of the film. This trimmed downed Hulk looks perfect and his opponent is truly frightening. The final battle between the two will go down in movie history as one of the greatest fights of all-time. Overall, a summer movie that's superior to everything else that I've seen this year, with the possible exception of Iron Man. Again, who would've thought that Marvel would be a perfect two for two this summer? Speaking of Iron Man (*Beware SPOILER*) Tony Stark (Robert Downey Jr.) does indeed show up at the end of the film(they cut from Banner and that green eyed smile we've all seen in the TV ads right to the Stark scene and the hairs on your neck will stand up)","
            8/10
            "
"isabelle1955","19 June 2008","I have to admit that the only reason we went to see this movie was because we couldn't quite believe that Edward Norton had made it. Norton is an interesting and hugely talented actor, and as far as I'm concerned he's never made a bad film. I loved him in Keeping the Faith, in American History X (an intensely powerful film), in Fight Club, in The Painted Veil, in The Illusionist.. the list goes on. And he seems to have resisted over exposure in the media, which makes him all the more interesting. Cute too And the main reason this adaptation of The Incredible Hulk works is because of Norton. He brings such intense vulnerability and credibility to the role of Bruce Banner that the audience is filled with sympathy for the guy right from the start, which keeps us interested even through the fairly predictable special effects scenes where Banner becomes the Green Eyed monster /hero of the title and smashes everything in sight. I haven't seen any of the other iterations of this comic book character beyond a half watched TV episode or two many years back, so I can't make valid comparisons to Ang Lee's version and must review it as an entity by itself. But I thought this film extremely well cast, well written (Zak Penn) and well put together. It was a very pleasant surprise, as I hadn't expected much of it. Comparing this incarnation of The Hulk to the 4th Indiana Jones movie which I saw a couple of weeks ago, is pretty easy. This is a vastly superior film in every way. The opening sequences of the chase through the Brazilian favela are extremely well done; we get a real feel for the claustrophobic narrowness of the streets and the tough life of the inhabitants, as Banner runs for his life from the US Special Forces team who want to capture him for weapons research. I was gripped. I was interested. I was convinced. I wanted him to escape and I was totally drawn in. I thought this was one of the better chase scenes I've seen recently in a movie. Contrast that to the yawn inducing car chases in Indy 4, where I glanced at my watch thinking ""How much more can they possibly string this out?"" Back in the USA Banner hooks up with ex girlfriend Betty Ross (Liv Tyler in the best role I've seen her in for a long time. The female love interest in an action movie isn't going to win anyone an Oscar nomination, but she made the most of it) and their scenes are played out with a surprising degree of tenderness and occasional humour (anger isn't the only thing to raise Bruce's pulse rate). Surprising? Well yes. These special effects driven films are not usually noted for their convincing emotional content. This was well done without  I hope  alienating the young male audience who seem to be the Holy Grail for Hollywood producers. William Hurt's villainous General Ross was matched only by Tim Roth's wicked and egotistical Emil Blonsky who morphs into The Abomination, a guy who makes The Hulk look cuddly. I enjoyed it from start to finish, and it came in briskly at a little under 2 hours rather than the obligatory 3 hours which nowadays seems to turn every action movie into cinematic purgatory. Good stuff!","
            9/10
            "
"ccthemovieman-1","23 October 2008","I found this very entertaining and better than anticipated. Some folks might find it a big slow going in the first half hour but I enjoyed the colors and South American scenery during that time. I also enjoyed the acting of Edward Norton, who usually excels in whatever roles he plays. When the ""Hulk"" appears, it's pretty awesome even thought its also pretty obvious how computer-generated it looks....but who cares? The Green Monster might not have looked as realistic as the TV days when Lou Ferrigno was the big guy, but it looked very cool because of its size. If you enjoyed ""The Sandman"" in the last Spiderman movie, you'll enjoy this XXX-L version of the Hulk, too.In the finale, you can get to watch two monsters going at each other which has the typical overdone action but still fun to watch action. As for the story, once again, it's the same old/same old bash-the-U.S. Armed Forces. Who are the two villains in this movie: two military officers! The military, especially since the early '60s beginning with ""Dr. Strangelove,"" has always been the left-leading Hollywood's prime target.I did a little homework on the Hulk comic book origins and, yes, the police and army were trying subdue the green monster, but only because of the destruction he was causing. In this movie, however, they aren't too subtle. The main ""soldier,"" played by William Hurt, ""Gen. Thaddeus 'Thunderebolt' Ross,"" is shown to be a heartless killer with the usual let's-make-a-super-weapon attitude and not-care-about-anything else. His nickname ought to tell you something. Making the military look like evil dummies is nothing new, either, with screenwriters the past half century. In this particular Hulk film, one of Banner's allies, "" Dr. Samuel Sterns,"" (Tim Blake Nelson) even admits ""I hate the government."" Of course he does. Anyone in authority is always the villain in today's movies. This film is a good example of that kind of thinking. The other weirdo (Tim Roth) has the rank of ""Major.""Other than that, and the always-annoying Liv Tyler, who plays ""Bety,"" the female love interest of Banner's, this was a very enjoyable and entertaining film. Norton is a credible and likable ""Bruce Banner"" and Roth is one of the best in the business at playing whacked-out villains. He plays the Major and winds up as the second ""monster"" and he's a real hoot! Hurt is a fine actor, too, as movie fans know.One thing filmmakers do these days that I think is very nice is to pay tribute to the old actors who were in these stories years ago, either in film or on television. Here, there is a nice cameo scene by Ferrigno, who still looks in great shape, by the way. The former bodybuilder who was the green monster in the TV series that starred Bill Bixby, has a few lines in here as a security guard that will make you smile. I'm sure they would have had Bixby in this movie, too, had the man been alive. In the recent Superman film, ""Superman Returns,"" we saw Jack Larsen and Noel Neill, who played Jimmy Olsen and Lois Lane, respectively, on the 1950s ""Adventures of Superman"" TV series. This has been done in a few other movies, too.The ending to this film also was clever and tied in with another recently-issued movie. That's all I'll say because I don't want to spoil the surprise. It makes me anticipate what's on the horizon. Overall, this film was fun to watch and I definitely would view it again.","
            7/10
            "
"bhernandez2216","29 November 2018","I dreamed of watching the Incredible Hulk cartoon show when I was a kid. I knew this day would come. This is the day of my favorite superhero... The Incredible Hulk. And now the Hulk is Out, and ready to Smash!","
            8/10
            "
"bkoganbing","1 July 2008","With The Incredible Hulk Edward Norton can now take his place in the superhero genre besides such contemporaries as Tobey Maguire, Robert Downey, Jr., and Ben Affleck all of whom have played comic book superheroes. It's the in thing to do in Hollywood these days and I have to say the films for the most part make money.When we meet Norton he's living in obscurity in Brazil trying to control his emotions because the experiment that turned him into the green guy have already gone horribly wrong. Norton is scientist Bruce Banner who made the mistake of experimenting on himself. Now if you get him mad it's not a pretty sight both to look at him and to see what he can do.General William Hurt wants him back at any price. His scientist daughter Liv Tyler wants Norton back as well. She's carrying a Statue of Liberty size torch for Norton who when he's in Hulk mode would use that torch as a matchstick.To track down the Hulk, William Hurt has imported a real bad dude from the British Royal Marines in Tim Roth. At some point Hurt decided he'd like a lot of what Norton has and of course the final confrontation is with them. I'm still not sure why we had to import him from the United Kingdom, but the match between them reminded me of Andre the Giant versus Big John Studd back in the glory days of the WWF.Though the cast looked like they were having a good time, I'm not sure The Incredible Hulk gets beyond the comic book stage. TV's famous Doctor Banner, Bill Bixby made a cameo appearance via a clip from another old series of his, The Courtship of Eddie's Father. And when the late Mr. Bixby was in Hulk mode he was Lou Ferrigno who plays a small bit as a security guard who can be bribed with pizza.If this film succeeds I'm sure there will be a sequel, in fact one was kind of set up during this film. Let's see if we get to explore that in the next Incredible Hulk film.","
            8/10
            "
"Pumpkin_Man","30 April 2019","This version of the Hulk was so much better than the 2003 movie. It's a better adaptation and even has little easter eggs to the tv series. Long before he became an Avenger, Dr. Bruce Banner was a scientist working to bring back the 'Super Soldier' project (Captain America) but got hit with gamma radiation, now whenever he's angry, he turns into a big green Hulk.Five years later, Banner is hiding from the government in Brazil, only to be found by Thaddeus ""Thunderbolt"" Ross, the father of his girlfriend, Betty. Ross gives one of his soldiers the serum and it turns him into an Abomination. They soon must use Hulk to fight the creature. If you love action, monsters and comic book movies, you'll love THE INCREDIBLE HULK!!!","
            7/10
            "
