"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"FelipeCarrillo","23 January 2016","""Simplicity is the key to brilliance"" - 'Bruce Lee'. ""Simplicity is the first step of the nature, and the last of the art"" - 'James Bailey'. Two phrases that embody the pure and beautiful that it is ""The Good Dinosaur"". 2015 was a resounding success for Pixar year, with ""Inside Out"" in the first half of the year, as for the second half not going to be easy. but the film went well rid. ""Inside Out"" is full of complexity, colors, deep characters, joy, a real Pixar Movie, ""The Good Dinosaur"" is radiant, with a simple linear plot but even more profound than success at the box office. You could say it isn't the invention more lucrative and embarrassingly wealthy of the producer, however, it is a familiarly rich and rewarding film, with lessons for children and adults. It is absolutely sentimental and highlights within the competing for being more human Disney film. The fact that Pixar released two projects in the same year, apparently would mean production and distribution problems, it was not so, not counting the delay generated by the departure of Bob Peterson of the plan. What have happened if 65 million years ago a meteorite had not finished with the dinosaurs? Yes, right now, we would be dinosaurs and humans, so would exist millions of ""Jurassic Park"" films. After a beautiful birth, Arlo (Jack McGraw and a little more old Raymond Ochoa) strives to meet the expectations of his father, but his fears more intimate do not allow it. Throughout the development of the film characters (prehistoric) are added to the adventure, however is a human child who actually manages to make story, acting sometimes as a secondary character. Dinosaurs' genera are not clearly distinguished, but, What importance does this?. Perhaps they are totally invented or maybe not, better not entering matters paleontologists. The nice colors (for anything equal or similar to the colorful ""Inside Out"") of the creatures are tones obviously suitable, since despite being clear and flat tone, they want that appreciate us the lush landscapes as a field, a barrage seen in reality, ravines and plains touchingly real. Arlo becomes the character more beloved today, When to be beaten, weak, bruised, unprotected, still feels strong to return home. A stunning scene in the river is terribly strong and harrowing. As it is common in the animated films, the fantastic characters acquire qualities and features human, accompanied with story's visual and subjective mood. Disney impresses in this case, reversing the typical story of true friendship 'Dog - Human', where in this situation the human being is the dog and the human is the creature. some touch clichés as, on the road to decay and decaying but throughout these setbacks the friendship begins to emerge. Sentimental, emotional and human of the film is held for a couple of scenes that vividly portray a heart strong and beautiful, softening the heart of all viewers. A viscerally emotive product and substantially full of learning for the family. Defects, errors, effects, successes, are the ones who manage to ""The Good Dinosaur"" to achieve one of the posts more high of the Pixar podium and not for external and visual emotions, is one of the most profound (perhaps the deepest) to achieve the main objective that must have a producer to children ""Teach in family"". Except for the emotional end, the film is full of friendship and family, never feels his solitude, because in all film different prehistoric characters are born, Finally, do less, on this occasion, was truly do a lot more. ""Simple entertainment, but never empty,""The Good Dinosaur "" in moral and human aspects exceeds from head to toe to its predecessor"".","
            5/10
            "
"straightoutabottle","3 April 2018","Hi allNot sure why people are giving this movie bad reviews?!?! Watched it for the first time recently and have subsequently watched it hundreds of times as my 19 month old is glued to it and I'm a real fan myself as an adult...it has a good story, great characters, friendships,highly emotional with a powerful message...a real lovely film!Watch it for yourself before you draw your conclusion about it...personally I think it's better than inside out...not that inside out is bad but personally I prefer the good dinosaur!","
            10/10
            "
"CinemaClown","5 December 2015","While the year of 2014 was the first in nearly a decade that didn't feature any film from Pixar Animation Studios, 2015 marks the first time that this pioneering studio has released 2 films in the same year. The first was Inside Out which signalled a much-awaited return to form for Pixar after their quality slump in the past few movies. The second arrived just recently in the form of The Good Dinosaur that employs Pixar's signature thinking process that begins with the idea of ""what if"" and is a technical marvel but purely from storytelling perspective, it's one of their least impressive works.Set in an alternate timeline in which the asteroid that destroyed the dinosaurs missed Earth, The Good Dinosaur introduces a world that's still ruled by these giant reptiles and concerns Arlo; the youngest member of an agrarian family of Apatosaurus who's unable to adjust due to his timid nature. But when a strange set of events separates him from his family & throws him in an unfamiliar territory, Arlo finds an unlikely friend in a human child and takes an epic journey through the wild to return to his home and in the process also learns to confront his fears & discover his true capabilities.Directed by Peter Sohn, who helmed the Pixar short, Partly Cloudy, The Good Dinosaur has bits n pieces of Pixar's patented fusion of breathtaking animation with emotionally resonant storytelling that appeals to viewers of all ages, it falls incredibly short of the high standards this studio itself forged over the course of its existence for the story, characters & humour present in the screenplay is more intended for the younger members in the audience, which isn't really Pixar's thing, and even though its second half makes up for a lot of drawbacks in the previous half, the overall experience still remains more or less underwhelming.If The Good Dinosaur was the product of any other animation studio, nearly everyone would be raving about its 3D animation but since it isn't, this aspect is easily taken for granted for we expect nothing but extraordinary computer animation from the studio that's responsible for the very existence of it in the world of animation filmmaking. And the tradition continues in their latest entry for it is quite possibly their most photorealistic work to date. The picture is breathtaking to look at, each frame is extraordinarily detailed & every image seems highly lifelike. But the characters retain their cartoonish look which, at times, creates friction with its insanely realistic-looking background.But all that jaw-dropping work in the animation process is rendered useless by its unoriginal story, in addition to its surprising inability to make us care for our protagonist. The narrative takes its inspiration from existing classics but is unable to recreate the emotional depth that was so evident in those gems. There's still some creativity & imagination to be found in this flick, as visible in human roles played by different species of dinosaurs. The humour is quite childish, voice acting is finely carried out, the background score by Danna brothers is fitting for the most part, and of all the characters, it's only the human child who is able to impress the most and manages to steal the show, quite effortlessly.On an overall scale, The Good Dinosaur is technically accomplished in every manner but it falls short in the storytelling standards we've come to expect from Pixar Animation Studios. It certainly makes up for an enjoyable, entertaining & family-friendly entertainment but in the long run, I highly doubt if it will be as cherished as Pixar's finest efforts. An amusing mixture of ordinary direction, mediocre screenplay, uneven pacing, underdeveloped characters, apt voice performances, stupendous photography, astounding animation, appropriate score & slapstick humour, The Good Dinosaur may not live up to its high expectations but it isn't entirely devoid of the usual Pixar charm and is still capable of putting a smile across many faces, if not all.","
            6/10
            "
"mostafaraafat1","18 December 2015","Pixar you are doing it wrong!!!The movie contains a lot of creepy scenes for children, this never happened in your movies before. My kids were too scared, actually i sometimes was scared!!The story really sucks, its a regular trying to return home movie. Nothing special. Its too boring for adults.The only good thing in this movie is the graphics ALTHOUGH i think pixar was not about graphics as much as a unique story. Look at Monsters.inc and how is it a unique story that can not be told in a sentence.Graphics :9/10 Story: 1/10 All overall: 2/10","
            10/10
            "
"briancham1994","4 June 2020","Probably one of Pixar's weakest films. There is a good core of character development and living up to his family's expectations, but other than that, there wasn't much to this film. There are a lot of impressive set pieces but I never found them to be very substantial.","
            5/10
            "
"raydoo","14 March 2016","The Good Dinosaur is beautiful movie with kind characters, a wonderful story about friendship and family and the artwork is just amazing. Of course there are evil characters too- it's about dinosaurs, so that seems obvious. Compared to other computer animation movies there are only a few action scenes, instead there are beautiful generated landscapes. And about tragedy: it's as ""disturbing"" as ""Lion King"" and ""Bambi"". We really enjoyed The Good Dinosaur every minute! Maybe not the best Pixar Movie out there but with the Heart at the right Place. Nice twist to the Boy and his Dogs Movies. This sentence is for the sole purpose to reach the 10 Lines ...","
            10/10
            "
"RNMorton","5 June 2016","And some of the parts are very good on their own. The basic concept is bizarre, to say the least - intelligent dinosaur adopts/befriends unintelligent boy, they share several stone age experiences together. I didn't get the point of flipping the script and making the dinosaur smarter than the human, I just didn't get that. There are some moments in the movie that would be animated magic if it was in the context of a better whole. It is almost as if they came up with the ideas for some magic moments and then tried (unsuccessfully) to build a movie around it. I need a little more than that even in an animated feature, so I would have to recommend you pass on this. Not as bad as Minions but not worth $20.","
            7/10
            "
"arielsiere","19 May 2022","Another great movie from the year of 2015 along with Inside Out, this movie came out on thanksgiving and the music was enjoyable to listen and the death of Popp Henry was so emotional thar some people cried.","
            5/10
            "
"ukulele33","22 December 2015","Yeah, i really wanted to like this movie but it let me down time and time again. it was a fantastic plot for a movie.. What if the dinosaurs didn't die off. I feel like they really didn't use that but more of a gimmick. They could have switched out dino's with people and the kid with a dog and it would equate to the same old story that has been told over and over again. Then it was just sooooo slooooow. Nothing happened. plot was as simple as it gets. The places where pixar wanted you to get your feels on, i just didn't care. The characters were so vanilla that it just didn't move me. I'm just upset with Pixar. Its really not a kids movie and it shows. When they advertised it, you would think its a family fun romp with a dino and a kid. Not at all. I was going to take my 3 year old to see it but i'm glad i went to see it first.Well rant off. Summery, plot was nothing new, characters weren't developed, and was too boring. I Just hope Finding Dory brings Pixar back out of the slump.","
            7/10
            "
"allilapps-94066","18 October 2022","As I watch this film as an adult, it reminded me of the hard process of growing up and learning to make your Mark in the world.Of course, since it's a Disney Pixar film, it hits on the great loss that we all experience as we come of age and find a way to make our impact on this world. The metaphor of the storm is one that I think can write a resonate with people of all ages. I think that the storm can chase us follow us, or we can embrace that and run into it with arms open as Hamilton said in the eye of the hurricane, there is quiet, and sometimes we can come out of the storm, a stronger person, then when we were thrust into it against our will .","
            7/10
            "
"ofpsmith","11 December 2016","As of this writing The Good Dinosaur is Pixar's first box office bomb. I don't really know anyone who went to see this. This is also the first time that they've released two films in the same year. This and Inside Out (which was by far the better film). As far as the film itself goes, I don't think it's that bad. First off, the animation is beautiful. There's a lot of scenes where it looks like they just filmed this because that's how good it is. As far as the story goes, it's really nothing special. It's pretty predictable. I swear, I could tell exactly what was going to happen as soon as Arlo (Raymond Ochoa) and Henry (Jeffrey Wright) left into the mountains. It's heavily recycled from The Lion King. There are certainly parts I liked so I recommend it for that aspect. But as far as story goes, it's really nothing special. It's nothing bad, it's just nothing I haven't seen before.","
            2/10
            "
"saketkt","31 December 2015","The title of the movie is misleading. It should have been either the little dinosaur or simply the adventures of little Dino. To justify the title, good has to be contrasted with bad, but the movie does so only for a fraction of time out of necessity. My expectations soared when I saw Pixar as the head animation studio. Pixar has produced some great movies over the years.But, It was strange to see dinosaurs act in humanly manner, such as farming. Why did the writers do that? What were they thinking? Anyway, there is a Dino family which has three kids. One of them is fragile, and always scared. The movie is about this little one who overcomes his fear. Lacking physical capabilities, he is bullied by his brothers. He is also not a good farmer. An accident befalls the family. The father drowns and dies while chasing after a human kid, who steals and spoils their harvest for winter ahead. The family is saddened, and harsh time is upon them. The scared Dino, being depressed, is a victim of another accident while chasing after the kid. The Dino is separated from his family after the accident.The Dino blames the kid for his father's death. But they soon develop a relationship, and the kid helps the Dino survive. Their journey is an adventure in which the scared Dino overcomes his fear, saves the human kid from other evil dinosaurs, and tries to find his way back home. He also helped the kid find a human family. And finally happy reunion with his family.The plot is clichéd. The pace is slow. Dialogs were OK. But animation is good. There were a few good moments in the movie, such as the connection between the Dino and the kid, the Dino saving the kid despite being scared. I, being a grown up, was not able to connect much with the movie. It was burdensome to get through. May be the age of target audience was supposed to be low. But, I can't still fathom dinos farming.I recommend- if you have nothing to watch, go for it.","
            8/10
            "
"nicolajdavies","27 March 2021","My husband and I just watched this knowing nothing about it beforehand, and found it to be a genuinely ""nice"" film. The animation is gorgeous and pushes Pixar's incredible capabilities even further. The dinosaur seemed to be a deliberate contrast to the realistic scenery, to remind us we were watching an animation. The theme is gentle and takes me back to the innocent Disney of my childhood. There are some obvious similarities to other Disney films in there, but this didn't stop us enjoying watching it. I like how they flipped it so the dinosaur was the 'human' role and the human took on a different role too. There are some real talking points and genuine messages for children, and all of us, about love, friendship, kindness and overcoming your fears, and they are put across with emotion. There are darker scenes but they're no scarier than some in Dumbo that scared me as a child (but not enough to not want to watch Dumbo again). Almost all Disney films have darker, scarier parts, and overcoming them is part of the story journey. Those people panning this hysterically overreacting because nature isn't all ice cream and cotton candy. They need to unwrap that cotton wool from around their children and stop turning them into little snowflakes. (These are the same parents who, I imagine, won't let their kid pick up a sweet they dropped and eat it anyway because ""germs""😱).A nice, innocent, touching film, which I couldn't say about the over-the-top-ness of Inside Out.","
            7/10
            "
"jaysanchu07","5 July 2022","Although The Good Dinosaur features a simple storyline that wont blow you away, it remains endearing and heartfelt, with messages that will surely resonate with its target audience. As we follow Arlo's self discovery through grit and grind adventures with his new pal, Spot, there is a lot of excitement in every rough and tumble. There is also a great deal of laughter in each new character they cross paths with, with a trippy moment to boot ;).This film, has as well, the most beautiful landscapes ever seen from a Pixar film, hands down. From lush forests, flowing rivers & serene sunsets, each was photorealistic and each was a visual attraction. Pixar kept its characters cartoonish however, and that contrast was a wise move which absolutely worked.Sure, naysayers used to Pixar's imaginative storylines will have negatives to say for TGD, however, I find the family friendly plot has its charms and is well told. With likable characters (Spot, you are brilliant!) and fantastic backgrounds for an adventure-fueled film, there is definitely enough good here.","
            6/10
            "
"paulclaassen","3 July 2018","The Croods meets The Lion King. I was not impressed with the story and the characters were also very bland. The animation was inconsistent. The story itself was melodramatic at times and downright silly when it was intended to be funny. This might appeal to a young age demographic.Otherwise, give this one a skip.","
            4/10
            "
"MugseyGrant","26 March 2016","The Good Dinosaur Is Told With A Classic Disney Style If Your A Fan Of Lion King Or Bambi You Must See This The Story Is Powerful And Truly Worth The Watch. If Your Familiar With A Classic Disney Film You Will Know How The Story Goes. A Great Film For Children Or All The Family. The Soundtrack Fits The Film Very Well And Helps Create The Story. I Did Mark The Film Down For Predicability. Feel This Was Its Only Point The Film Down. Many Interesting Plays On Roles Of Characters. Of Course, There Are Moments You Will Feel Like Crying But That's A Disney Film. Its Not In The Greatest Of Disney But Still Very Worth The Watch. Once You Start Watching You Will Be Hooked And Will Be Asking Question To What Will Happen Next. This Film Will Also Question You On How We As Humans Lived Many Years Ago. I Could Watch This Film Again And Again. And The Characters Once You Understand Them You Will Find Yourselve Falling In Love With Them Please Don't Miss This For The World.","
            6/10
            "
"stonedraim","6 January 2016","**** May contain strong spoilers****Let me get this out of the way; Wow! This picture took the wind out of me. It was a long time ago I burst into tears that many times watching and enjoying a animated movie. Being personal, I can relate myself to lack of family in the sense of a functional one. Therefore, this movie and story struck me like lightning into my heart and soul... wonderful and heartbreaking.To the picture itself. The animation is plain and simple marvellous! The describing of nature is simple genius and fantastic! Some times I really thought they had taken some authentic photographs and blended into the movie....that says a great deal.The story starts out to be kind of ordinary; little child in a strong family feeling discouraged and being in the wrong place. Then something happens and it takes a another direction. On the way though the story many things happens, and there is laughter, sadness, anger and other different emotions coming to live in this one.The production and the whole picture in its entirely, it is good...more than good. It has a little bit to go to really fire off into the ""great ones"".... and it is even so a good and solid movie. Some thins feels that ""Oh....this they could have taken a little bit further... a little bit better..."".Have to write this also; the little boy.... so fantastic and sooooo cute. Can I have you? ;)7,2 out of 10","
            7/10
            "
"MK_Movie_Reviews","23 August 2021","The animation and characters' expressions are cute so I gave it 6 stars.The funniest thing in this movie is many dinosaurs can speak the language but a little kid can't speak it. That is really interesting.This movie was made for kids but is good for a family movie. Last 15 min, it makes me cry.The green dinosaur teaches us the meaning of ""family"". It doesn't need words or language. The last scene is amazing.","
            1/10
            "
"vinodemails","14 January 2016","The opening scene of the Disney+Pixar movie, promises a wonderful perspective. What if Dinosaurs hadn't been wiped off from the planet 65 million years ago? Apparently they would grow brains and evolve into farmers / shepherds. And humans? Well, they are a young species and would take their sweet time to evolve. Great buildup, washed down the drain.The plot revolves around an Apatosaurus farming family, it's youngest kid Arlo and a caveboy who gets his name as 'spot' through an innovative guessing game. The general theme of an accidental adventure, changing the main character's life and perspectives, stays. The famed studios have over the past decade rolled over several wonderful pieces of art since the Toy Story series, through Finding Nemo to Wall-E and even last year's Inside Out, appealing to a wide age span including an entire generation, who decided to stick to their childhood animation fantasies. However, for this movie, the makers seem to have lowered the average age of their audience by much. As a kid, almost all the animation characters, whichever animal they maybe, seemed humané and we could easily associate with them like we do to our family members. So, watching Lion King, we could easily imagine Mufasa as our dad belting out instructions on life and our own wicked thoughts reflecting simba's attempt to be brake rules and be brave. It's thus easy for the kid to imagine and relate to a farming dino family showcased here. But a new gen smart kid may not accept the archaic methods of imparting age-old morals. Most of these kids want to quickly make mistakes, learn from them and move on to the next. They also seem to catch on more to the quirky and bold, rather than the straight and cautious. Arlo's character feels passé, while Spot's and even the storm chaser Thunder clap's (as the Nyctosaurus, winged dinosaur) actions are more relatable and kool. The last ditch attempt should have been tugging the right emotions, to truly connect with the hero. Disney, inspite of mastering this art for decades is lost here. Also, the title itself, emphasizing on the 'good' part, makes the audience long for the 'bad'. Not too long ago, Pixar and Disney had made 'Brave' which saw a reckless princess Melida transform into a Queen through her circumstances. The Good Dinosaur feels like a bad step backward in story telling for the studios which had earlier raised expectations to the zenith.A few good points though are the touch of old school animation (Arlo looks like a 90s kid first drawing of a dinosaur), the beautiful landscapes, the color used for bringing the river to life and lastly the voice of Sam Elliott as Butch, the rex.","
            8/10
            "
"ClaytonDavis","25 November 2015","Pixar offers another base hit for its already stunning performance as a well-oiled studio with Peter Sohn's ""The Good Dinosaur."" Standing tall as one of the Pixar's most beautiful creations to date. A lusciously crafted piece that stands as another key example of cinematography executed brilliantly in animated features. While the story hawks too much back to past Disney films like ""The Lion King,"" there's no denying the emotional and cautiously executed impact the story and its characters possess. It also assembles an impressive cast of voice work that should surprise no one as each one excels in their own way.""The Good Dinosaur"" tells the story of Arlo, an Apatosaurus who makes a perilous journey back to his family, while meeting an unlikely human friend named Spot.Young Raymond Ochoa, who voices Arlo helms the picture with gifted innocence and a palpable feeling of growth. Arlo, who's small, fearful, and unconfident is visually seen growing and maturing before our eyes. Ochoa nails every nuance and emotion required of him. Around him, Jeffrey Wright and Frances McDormand, who voice Momma and Poppa fearlessly engage with the very mature subject matter. As one of Pixar's most ""adult""-like themed movies to date, there is still a sense of naïvety as the parent dinosaurs attempt to teach life lessons. The rest of the cast is littered with the works of Steve Zahn, Anna Paquin, Sam Elliot, and more, all culminating in a smorgasbord of raw talent.From top to bottom, ""The Good Dinosaur"" soars on its visual elegance. Using the backdrop of real nature camera work, the two worlds are blended in a most fascinating way. You never feel as if the animated dinosaur and human are plucked into the scenery unwillingly or awkwardly. It works in every frame. Also worth noting is the another vivacious musical score by Academy Award winner Mychael Danna and his younger brother Jeff Danna. The two come together for a swelling of tears and suspense, all littered throughout the Pixar treat.With all the positive vibes and words that ""The Good Dinosaur"" inhabits, the story structure and baseline for our main character doesn't fall into Pixar's most original database. Essentially ""The Lion King"" for dinosaurs, the film takes queues from many animated tales seen before, and while those aren't exactly poor representations, you are very much aware of its predecessors. There are also two or so dead spots, where the film feels like it hits a brick wall. Possibly suffers from lingering too long on a moment or not exactly going places well enough, its apparent by the middle of its highly publicized troubles before release.All in all, ""The Good Dinosaur"" works. On an emotional level, I felt it hit better than ""Inside Out,"" but in terms of innovation and originality, it come up a little short. Great for kids and adults like always, Pixar does its job and does it with satisfaction.""The Good Dinosaur"" opens on Thanksgiving.","
            3/10
            "
"chappywatched","3 February 2016","Before seeing this movie, I had heard that it was going to be the first box office loss for Pixar, at least from an Australian point of view, that might have been in part because before the movie was released, I didn't see a trailer on TV for the movie until after it's release and even then it was only once or twice.I loved this movie. Was it Pixar's best? No but it definitely isn't their worst!It's your typical Pixar film; has the laughs, the feels, the action, the drama and the tears (and boy were there tears!). Also in typical Pixar fashion, the detail in things like the dinosaur scales, hair and everything else is amazing.The story was awesome with a brilliant concept, the voice work was spot on and the animation was colourful and beautiful.If you are a fan of Pixar's previous works, you should give it a watch despite what you might have heard. This will definitely be something I purchase and watch again.CHAPPY THINKS you shouldn't listen to those negative reviews, this movie is no Tyrannosaurus wreck!","
            2/10
            "
"dan-804-672327","24 January 2016","We just took our 6 yo to see the Disney PG animation movie ""The Good Dinosaurs"" which turned out to be a horrible miss. Kids were horrified and crying until about 45 mind into it when we left like others. Basically, the movie features lots of gratuitous violence like dinosaurs eating other creatures alive, parents killed by random events, kids hallucinating on toxic fruits, and a ton of mediocre meaningless plot twists that make the story look like an episode of ""The Wire"" played in dinosaur costumes. Give me my money back and especially give my little girl her innocence back. She said that she would invent a better ending than the one the movie probably had and eventually get a job at Disney with it so she can tell them they are bad story tellers and she was the little girl crying in the theatre's entrance!","
            2/10
            "
"raulfaust","31 January 2016","I can't remember the last time I went to the cinema to see an animation, but something about ""The Good Dinosaur"" really caught my attention; maybe it's due to the fact that, as a child, I've been a fan of them dinosaurs. Well, I thought I was going to see a lion king version with a different animal-- and for a moment, mainly after the father's death, I thought I really was--, but the story doesn't turn that way. It's much more of a story filled with beautiful messages, showing to our kids that we can share our lives with different people. With different races. Also, the story is able to bring some funny moments with the flaws that main character has; however, the great aspect of it is that filmmakers tried to show that things only change if we do something about it. The poor dino only learned to do things himself because he wanted to; he put a lot of effort into it. And that's a good thing to be shown to kids. Life isn't a marvelous place in which things go just like we want, and it's good that it's being said to those who will, someday, have to do things themselves. That being said, I must say I didn't regret watching it in the movies, and I recommend it to every kind of public, especially if kids are involved.","
            6/10
            "
"klare28","28 November 2015","Overall pretty lame movie. Predictable story like we've seen a million times before. The title is not even accurate. It's not like the other dinosaurs in the movie weren't good. If anything I would have called it the ""different"" dinosaur. Not sure what age group this was going for. The posters seemed to target younger kids, but some of the scenes were actually pretty scary, as in surprise/shock effect kind of scary and some were borderline brutal. Lots of kids (and some adults) jumped out of their seats. Not sure if that was because we watched in 3D. As others mentioned, animations were flawless but that's not what the movie is about. The kids enjoyed it enough, but from an adult perspective, it's not worth seeing. In my view this movie was one of the weakest Pixar productions.","
            8/10
            "
"makuribu","21 February 2016","The computer generated scenery is gorgeous. Colours, clouds, textures, all stunning. And then laid over it are creatures rendered by kids in the fourth grade who like dinosaurs. Why? Why would you do something so jarring? Manipulative, plot-less, meandering, trite, cliché ridden cinematic junkfood. My kids were predicting the plot within minutes of the start of the film. ""His Dad's going to die."" There are too many inconsistencies to enumerate, and too many glaring impossibilities in the concept of talking agrarian dinosaurs who would have evolved if only the comet hadn't hit. But why does every dinosaur have to have an accent like a 1950s southern US dirt farmer? Is it the Disney management or just the inevitable decline of organizations that makes Pixar bereft of ideas and able only to come up with vacuous stuff like this, and Inside Out?","
            6/10
            "
"Jennifer-edwards1","15 December 2015","Pixar did their job with the animation, but the storyline is so far beneath Disney that they should be ashamed and embarrassed to attach their name to it. They have toys representing the characters already in the Disney stores, but nobody who has seen the show would want the reminder of it. The PG rating puzzled me at first, but it's deserved, in my opinion, for mean-spirited eating of live creatures, humor situated around peeing, depictions of joy in hallucinating after eating red berries, and unnecessarily intense drama and emotion throughout. There is no musical score to speak of and a very narrow, if any, market for this hideous movie, unsuitable for all ages.","
            1/10
            "
"LiveLoveLead","5 July 2016","Someone brought up on a message board thread about ""Why Parents Don't Like This Movie"" and also stressed that parents are too overprotective with their kids (I don't think this poster was a parent themselves) Well, as a parent of 2 birth kids and one foster child I'll tell you why SOME parents MAY not like this movie... Although the world can be a tough place, and parents need to prepare their kids for real life conflicts, I don't think parents take their kids to a ""family film"" expecting to see nothing but tragedy, danger and threats portrayed for nearly the entire movie. Some kids will have no problem with this film, they will laugh through most of it, but sensitive kids may get a bit distressed over certain parts of the film. It's not like we haven't seen cartoons that have parents die or innocent animals killed before, but this film just isn't up to par with those films in general.(I'm never scared of having tough and honest conversations with my kids, but there is a big difference explaining things to a 3-year-old vs a 5-year-old vs a 10-year-old, etc. Wise parents chose the right time to address certain issues with their children and it doesn't always have to do with their age, but often more about their sensitivity and maturity levels...I digress)Most parents take their kids to the movies to be entertained, and if you are lucky you may get a well portrayed moral or value you can talk over. Besides the fact that this movie had a lot of violence, sadness, anger, fear and anxiety (which might be a bit too heavy-handed for the very young child,) this movie needs A LOT of explaining, including having to explain things that I just don't agree with.I wasn't thrilled with the whole idea of the kid dinosaurs having to do something ""good enough"" to ""earn their mark."" It makes it seem as if a child has to do some big, special thing that is considered worthy before they are completely accepted by their own family, instead of just being loved for who they are. Arlo wasn't considered equal or up- to-par until he overcame his fears... but what if you have a child prone to anxiety or fear? Are they not good enough? Does that make them less lovable or accepted by their family? If you aren't brave, or are of a more sensitive nature, does that mean your a bad person or something is wrong with you? This message was very confusing and off putting. As a foster parent the part about the other caveman-family welcoming Spot (the human boy) the into their family was heart-warming, but at the same time, many foster kids never become part of a family and live in group homes their whole lives, so as much as that part touched my heart I could also see it bringing heart-break to a foster/displaced child as well. Also, there are all kinds of ""homes"" for kids, so Spot being adopted by Arlo's family (the dinosaurs) might have been just as meaningful... showing that you don't have to be exactly alike to accept and love each other... just a thought.Personally, I just thought the movie OK. It had some very touching parts and some humor, a lesson on bravery and friendship and extending kindness to others, and all that was nice, but there were also a lot of parts that were silly, boring and out of place. I never liked the ""drunk"" scene in Dumbo and didn't like it here either. For me it just was not as enjoyable or well done as many others like: Toy Story, Incredibles, Up, Monsters Inc. and Inside Out (which I loved, but think is a bit complex for young kids) Anyway, that is my Humble Opinion... take it or leave it ;)","
            4/10
            "
"rgkarim","28 November 2015","What if Dinosaurs never died out? This question continues to plague minds to this very day of a world where the gigantic lizards reigned. Fortunately Disney/Pixar have decided to take a crack at answering this with another culmination of their animation studios. Today's review is on the Good Dinosaur. With all the advertisements, Disney certainly has faith in this film not only in their overzealous trailers, but also making it in 3-D much like their last movie (Inside Out). Does Pixar strike gold, or is it only fool's gold being sent to the masses? As always, read on to find out. The Positives: 1. The Animation: No surprise that Pixar continues to push boundaries of computer animation. Once more the team has crafted characters that not only move as expected of their anatomy, but also integrate human like qualities to them that represent the western theme of the movie. Watching the Apatosaurus family farm the land or seeing the T-rex galloping as if they were on horses, added that spunk Pixar is always known for. Even more impressive for this reviewer was the scenery. Whether it was designing a forest strewn with bugs or unleashing the ferocity of storm upon the prairie plans, Pixar captures the details in extraordinary definition that it is difficult to determine if it is real footage. 2. The Emotions: Recently Pixar has missed the mark in eliciting any real emotional response in me, but in the Good Dinosaur that is not the case. Disney tries their usual tactics to get you to cry, but those overdramatic moments are old hat to me. However, this movie uses the animation and a killer soundtrack to craft a number of scenes that radiate the feelings of our characters. I felt myself feeling the excitement as our characters ran through the plains, felt the fear of being caught in situations that pushed your limits, and mostly the love between friends. So many emotions ran through me as I watched these two grow scene by scene. Those with strong bonds to their pets will fully appreciate what Spot and Arlo have, overlaying their experiences into the movie, perhaps to the point of shedding a tear. 3. The Cuteness/Laughs: Pixar keeps the cuteness rolling in this movie not only in the design of the characters, but in their countless antics. If their design doesn't get you, then the relationship between Spot and Arlo will certainly melt your heart. As for comedy, little kids were screaming in delight throughout the movie, primarily at Spot biting Arlo. Eventually the tactics got old for me, but the more clever jokes kept me chuckling throughout the movie, especially from Forrest Woodbush whose craziness was well timed. The Negatives:1. Formulaic/Predictable: No surprise here The Good Dinosaur is not the most original tale. Disney's throws out the usual tactics to establish our character's background and get the story rolling. Some of you may cry, others may be like me and laugh at the illogical elements in this tale. Even after the cliché opening, the tale doesn't throw many surprises at you as Arlo and Spot go through the typical character building elements we've seen time and again. This normally isn't too bad when it comes to Pixar movies, but in this film it left me bored at parts. Pixar has smoothed out their more aggressive edges in this film to make it more kid friendly. 2. Loose ends: The point of this movie is obviously a character building one centered on Arlo, but that doesn't mean we get sloppy on other plot elements. In this film there are a couple of elements left untied that were a bit annoying. A few of the characters were in the film for mere minutes before disappearing from the story. Family, side characters, even villains vanish hastily in an all too convenient manner that was a little sloppy for Pixar's team. Even the ends they did tie up felt a bit rushed and again illogical if you've seen other movies (I guess evolution didn't favor them in this case.) Fortunately the emotional aspect of this movie makes up for the lacking plot, but not the best for Pixar. 3. Scary to Kids: This factor all depends on the kids, as well as the parents, but I want to warn parents about the scarier aspects of the movie. Unlike other Pixar creations, this one is not afraid to dive into the darker elements of story telling. Those with a fear of thunder and lightning may end up wailing through the movie providing a grand distraction that is very irritating.. The high definition surround sound amplifies the sounds further, and the dinosaurs fierce roars were able to shake the younger audiences. Plus there are a few moments that were a little more adult as well, so caution has been advised. The Good Dinosaur is certainly a cute addition to Pixar's library. The adorable characters and heartfelt relationship are certainly the strongest elements of this movie and the animation further amplifies the emotions of this movie. Unfortunately it isn't their most entertaining tale lacking some of the fun surprises and elements that we love in their creations. Therefore I can't say this one is worth the trip to the theater (especially in 3-D) and would recommend a home rent for this installment. My scores are: Animation/Adventure/Comedy: 8.0 Movie Overall: 7.0","
            5/10
            "
