"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"StreepFan126","10 December 2005","On my birthday, December 6, in 2001, I remember a news item on the Fox News Channel announcing that Walden Media was also jumping into the fantasy book/movie craze and has just secured the rights for a film version of The Lion the Witch and the Wardrobe. I have been waiting ever since. And I can say it was well worth the wait.The only major complaint I have is that they made too many small changes that I didn't see the point for.Tilda Swinton, despite being miscast, gives an excellent performance as the White Witch and deserves an Oscar nomination. In fact, I would nominate this film for Best Picture.Good job to everyone involved!","
            8/10
            "
"clay_thompson","9 December 2005","At times I view myself as a writer, mostly as avocation, but a writer nevertheless. When a beloved book is converted into cinema, especially a beloved book, I view it with apprehension.I imagined what Tim Burton would have done with this book and I simply shuddered. I can hear him now, ""No, I must make this 'my' Narnia."" While I recognize Burton as an imaginary and talented film maker, he is someone who does not normally respect the work of others. Fortunately for us all that he did not make ""Narnia."" When a film maker looks at this book, he is faced with the same challenges that Peter Jackson faced with the Lord of the Rings. First of all it was a book that belonged to J.R.R. Tolkien, and more recently the Tolkien family. Secondly it is a series of books that belongs to the generations of fans that sustained the remarkable publishing history. So it is with ""The Lion, the Witch and the Wardrobe."" Andrew Adamson is a fine cinematic story teller as proved with both Shrek films. Here he took a book with tens of millions of owners, and made a film that carefully walks the line common to all of the owners. It was a joy to watch his rendering of the story, and caring not to water down the more 'dynamic' portions of the book.I am amazed that Disney, better know for witches and ghosts, would allow a movie such as this to be made under their banner. The movie turns out to create a much better legacy than Michael Eisner deserves.Three cheers for Mr. Adamson","
            9/10
            "
"jaemiewaters","9 March 2012","it is a movie that is amazing i think you will enjoy this one of a kind movie this is a perfect family movie i hope you enjoy this movie there is nothing like this it is one of a kind for sure i really hope that you enjoy this masterpiece of a wonderful film this is like one of the coolest movies ever created well i think so and i hope you think the same way because there really is nothing that is this super it is just one super movie that i know you will enjoy it is a perfect movie that you will just want to stand up and cheer that is how good this movie is this is a must see movie for sure because i watched it and i was blown away by how good it was and i hope you think the same way because this is a outstanding film for sure","
            10/10
            "
"chiragkapadia2004","8 January 2006","The big screen adaptation of the 1st novel under the chronicles of narnia series by C.S.Lewis is a winner.All aspects of film making, from the cinematography to the art-direction to the editing to the rousing score all come together to deliver visually stunning and immensely satisfying movie experience. The world of Narnia and it's inhabitants are brought to life under the expert Andrew Adamson who has previously worked on the Shrek franchise.Fawns, ogres, beavers, magical horses, eagles who turn into flames, mermaids...the whole breadth of fantasy creatures are captured in the movie.And of course, Aslan, the lion messiah who guides the 4 children towards their destiny.Maginificient, grandiose, imposing and with a terrific screen presence. A special word here for Tilda Swanson who plays the role of the Snow Witch.I cannot imagine anyone else in that role,after having watched her. She is like, born for this role.She oozes evil in every movement, every gesture.The final battle scene, where she appears wielding swords and with a lion's mane around her, boy!A must watch.","
            10/10
            "
"cate_smiles","26 December 2005","I have to say that I've always loved the C.S. Lewis Narnia novels and re-read them only recently. Although it was before I heard about this movie. I've also acquired the BBC movies for my very young son, and when I watched them for the first time found it VERY hard to restrain my incredulity at the so very fake animals and 'special' effects. So when I saw the shorts for this movie I was rather excited, and my expectations have been fully satisfied. I went with a friend this very afternoon and loved almost every minute. There were a couple of scenes where the backgrounds don't look quite right but other than that it is just about perfect. It also follows the book so closely it's amazing. Highly recommended to all fans of the novel, you definitely won't be disappointed!","
            10/10
            "
"ChrisQ","29 December 2005","This was meant to be a ""stocking-filler"" - just a movie on a cold Christmas holiday afternoon. A children's story from over 50 years ago - probably with so many anachronisms and cuteness it might even be kitsch.Having already suffered the appalling massacre of JK Rowling's 4th book, I knew I could manage anything. However, when ""Disney"" came up in the opening credits I settled down for a good snooze. Definitely this was not a film this ""Grumpy Old Man"" could possibly enjoy!! Well how wrong I was!!! The cast was excellent. All credit to the 4 children, great young actors. The animation was stunning and the scenery, wow!! I was enthralled right from the start.There were a few tongue-in-cheek pieces of ""modern"" dialogue - but I found them to enhance the believability rather than the opposite. I would have to be a real old *** to find fault at all.Reading a couple of the (very few) negative reviews for this film  I wonder just what those critics expected from Narnia. This was a superbly-made children's fantasy!!","
            10/10
            "
"tjroguerikku","6 December 2005","I've never read the books but after this movie I'm ready to take a trip to the bookstore. It did feel surprisingly rushed though and I hope this is at least a trilogy from the way they ended it which was also a bit confusing for the audience. There were some questions that hopefully will be better explained in the books. The main being the ending seen of all the kids grown up then going through the wardrobe again as children. Action packed and heart warming. Teaches us the importance of family, friendship, and not being in such a rush to grow up and stop believing in the unbelievable. Over all a high 10 out of 10.","
            9/10
            "
"kaw1990","15 October 2006","I originally was not going to comment on ""Chronicles of Narnia,"" but as I was reading through the reviews one caught my eye that stated the children cast in the movie could not act. That made me click on the ""review"" button. It's quite the opposite - the four children (although I suppose neither Peter nor Susan are a child) fulfill their roles stupendously, especially Lucy and Peter.The film is wonderfully shot. The climatic scene is beautiful and throws you right into the middle of the story line. Perhaps what makes the movie so wonderful is that all ages can enjoy it. The expressions, tones, and actions of the characters make the sometimes difficult English vocabulary self-explanatory and simple to follow while providing enough sophistication to satisfy more mature crowds.Another enchanting aspect of ""Chronicles of Narnia"" is the special effects, which play out like eye candy. All of the amazing creatures looks so realistic that it's hard to believe they could be anything but alive. It's even more fascinating when you think they all came out of the mind of C.S. Lewis. Aslan's animation, for example, is brilliant.Without giving away any of the story line, I will say that it is unlike any other fantasy movie you've ever seen - but don't trust me on it. Go watch it yourself.","
            8/10
            "
"Groovey","9 December 2005","Children's fantasy is a most difficult genre to adapt for the screen, because the agendas of book and screen are so different. Fantasy allows such swift and non-rational changes that capturing it on a movie screen is much more difficult than painting the pictures in your head with words.Even with all the nice trailers, hype and good reviews, I went to see this with no small amount of trepidation. I first read The Lion, the Witch, and the Wardrobe about 40 years ago, and I've probably read it more than a dozen times since then. I was afraid that no amount of skillful CGI could make a convincing Aslan. More than that, I was afraid of a Disney-fied movie that washed out the messages in the movie, or included propaganda for various causes.I was wrong. This film succeeds in bringing Narnia to life beyond my wildest expectations. Aslan is believable, as is the witch.Most wonderful of all, however, is what they have done with the plot: almost nothing. There are quite a few changes in things for flow, but not a single one significantly affects the the story. No wonder, with a member of the Lewis family watching over every word and every scene. (I'm sure there will be ""purists"" who will scream because the beavers look like real beavers instead of furry people who wear clothes, who object to other little things as well, but who nevertheless missed the movie.) I can't judge how someone who has never read the Narnia books would read it, because they are written too deeply into my soul to set aside. I think those who had not read the books would nevertheless love the movie, but I cannot be sure. If you have read the books and wondered if the movie is up to the books, wonder no more.It is possibly the best book adaptation I have ever seen. The Lord of the Rings was an excellent adaptation, but it took a lot of liberties with the characters and plot. I think, on the whole, the adaptations were good, but there were several places in that most excellent trilogy where the characterization changes bothered me. Not so here.These are indeed the beloved characters and story from the book.Don't miss this film. Go see it in the theatres, if you can.","
            10/10
            "
"tsbraves","12 December 2005","The adaptation of ""Jack"" Lewis' story was extraordinary for a major motion picture. Although a few liberties were taken (like the Fox playing such a big part and no mention of the ""Emperor by the Sea"") all in all it was remarkable. The best thing about the movie, in my opinion, was the fact that it is so good and yet very family friendly. For example: I have a fellow co-worker who took his 5 year old. His son can never sit through a 90 minute movie let alone one as long as LWW. But with 1/2 hour to go he said to his Dad, ""I got to go potty, but I'll wait."" He was that captured by the film. LWW is of that quality... Lord of the Rings excitement but for every member of the family. Don't miss this flick!Here's my synopsis:The acting was very good to excellent. The film visually was stunning. The special effects were very good to excellent. (one or two cgi missteps were noticeable) The Directing was excellent. The adaptation was excellent.","
            10/10
            "
"Lady-of-Rohan","9 December 2005","One of the most anticipated films of the year is the adaption of the beloved book by C.S. Lewis ""The Lion, the Witch and the Wardrobe"". With a cinema filled of families and people of all ages (there were more adults than kids), I was very excited about enjoying a film that I had waited impatiently for weeks to see. Just to get the negatives out of the way, Narnia is a bit slow. The first 40 minutes crawl by at a snails pace and the lead up to the meeting of Mr. Tumnus and Lucy is dragged out too much. But when all four kids get through the wardrobe, the story really gets to picked up by likable characters (the beavers come to mind) and tense scenes with the White Witch.As for the positive notes, the scenery was top notch, with many people in the audience audibly playing ""Where in the country was this scene filmed?"" The animation and special effects are brilliant as well. Most notably, Aslan, the lion saviour, is wonderfully animated and incredibly realistic. At times, you could just as well be looking at a real lion. Other effects of centaurs, fauns, griffins, beavers, and bull-headed monsters are also top notch.On an entirely different note, I really don't understand what all the fuss is about with the religious allegory. The symbolism is there for all to see including all the elements of sacrifice, and forgiveness, but it's not ""in your face"" or distracts you from the rest of the story. If you enter the cinema seeking an allegory on Somebody's sacrifice, you'll be content with what you see. And if you plan seeing this film just as a family friendly holiday movie, you'll be content too.In all, Narnia deserves a worthy 7/10. It may be a bit slow out of the gate and outstay it's welcome length, but it's a worthy family film that enchants both young and old and transports you effectively into the land of Narnia.","
            2/10
            "
"tommyg","10 December 2005","I totally enjoyed this film, particularly since I knew very little about it. The splashy ad in the newspaper gave me the impression that it was more of a cartoon than its highly developed graphics animation with tight script and direction.The best of what could be said has already been accurately written by others. What I walked away with was desire to know more about C. S. Lewis along his other books and writings.There was a wonderful mixing of Western religious dogma, spiritualism, witchcraft and perhaps a tinge of voodoo or whatever. Perhaps there was a hint of at least one portal somewhere that connects other universes or realms that co-exist with our own -- the one that Adam and Eve acquired. Quite contemporary concepts, for sure.Lewis' creative writing definitely fits well in uniting into one platform the debate between Darwin and Intelligent Design theories. Combine those two, and we get ""The Lion, the Witch and the Wardrobe"" (2005). I mean there were enough variant animals and critters in this film to temper the flotation Noah's Ark.And we don't have to even ponder about these four children of Adam and Eve and how they would select their life-partners -- presuming they cannot mate with those on the other side due to genetic differences. After all, they have only six Hobson's choices between Peter (P), Edmund (E), Lucy (L) and Susan (S): L+E, L+P,P+E and S+L, P+E. Any of those are within the Combo Darwin and Intelligent Design offerings.Just a thought about a great cinematic experience.","
            10/10
            "
"birdie-29","28 May 2006","Let me admit that I was wary about this movie at first. The trailers (to me)looked really really dumb, and I was afraid that this movie would be a huge flop and nobody would ever read the books again. I love the books. I loved them when I was a child, and after reading them again, I loved them even more. I wouldn't be able to bear seeing Lewis's books turned into a bunch of cheesy films that only featured too-high-tech computer graphics and dumb child actors that screamed a lot. Lucky for me, this movie was just the opposite of a disaster. Andrew Adamson does a GREAT job with the graphics, I must say, as that's what he does do best. But he doesn't make it ALL special effects, he adds warmth and love to this movie, he adds depth and feeling. By the end of the movie, you're nearly crying because you don't want the film to end. The child actors that play the four pevensie children are fantastic, Adamson couldn't have picked a better group of kids. Leading them is Georgie Henley, who plays Lucy. She's absolutely great, she lights up the screen, she has amazing talent as an actress, and she's so young! That's the best part, really. Skandar Keynes plays Edmund, and he's so evil and bratty at first, it's rather scary. Later on, however, he changes very much, and you can't help but like him. Anna Popplewell and William Moseley are great as the two older siblings; Popplewell is bookish and annoying enough, and yet Queenly and beautiful, so that she pulls out a perfect Susan, and Moseley is awesome as Peter. He makes you think, ""Heck, I want this guy to be MY older brother,"" and that's perfect, it's just what is needed.There's so much more that's majestic and wonderful about this movie, that I could go on for hours, but I'll only end by saying this; you miss out on something beautiful and heart-warming if you neglect seeing this film.","
            10/10
            "
"take6","9 July 2006","This movie, for me, was one of the best i have ever seen. it is now my favorite movie! even though Lucy cried a lot in the film i still thought it was well done and Tilda Swinton did an amazing job as the white witch. Aslan was done very well but, i thought it could have been better when he steps out of the tent. I didn't feel it was very well done but i still really liked aslan in the film. The Stone table was very well done i thought. The beavers were very well done and the cg stuff was really good. The kids were great. they covered the roles well i think and they were only first starting acting do it showed and it came out in their characters but in a good way. Over all a great film!","
            10/10
            "
"onepotato2","20 July 2008","I was really surprised at how seriously awful this movie is. The early scenes are fine enough, and Lucy's entry into Narnia is nice. But ultimately ""Lion, Witch and the Wardrobe"" seems to exist to transport audiences back to a time 30 years ago, when grotesque, over-produced, over-extended children's fare was the norm, because understanding children was a very low priority. Where to begin...? If your story culminates in a protracted, climactic war, you've made a war movie; this isn't exactly a genre kids are screaming for. That, and it takes the form of a long, lifeless sermon... another format that doesn't make children stampede to theaters. Every single moment of the movie is unengaging. The script sucks and lazy, hierarchical thinking insures that every moment has been scrutinized for maximum staleness; everything is done the way someone did it before. The film-makers find a sluggish way to mount every scene, and continually find ways to bring the movie to a complete standstill with characters spouting yet another boring pronouncement. It moves at the pace of a funeral dirge, and after maybe half an hour it has all the excitement of a diagram. Specificity vanishes to make room for more setpieces. Both Liam Neeson and Tilda Swinton give performances that some committee of drones approved. If your kid likes this, you've got yourselves a dud. Only pasty, anemic indoors-oriented Brit brats pining for a lordship could tolerate even twenty minutes of this. Sadly it's over two hours long. This movie is D.O.A..","
            10/10
            "
"cmc2392","25 May 2018","Best movie of all time.; great things about more sibling rivalry more than HP. The siblings Pevensie are more support and protect each other from evil witch ( lion Aslan's archenemy). Narnia is mystery magical delight land where youngest Pevensies, Lucy went to close that she discover. Lucy's brother, Edmund followed her after and approach the White Witch who control and turn him into a traitor against his siblings and later was in danger capture by White Witch who threat Aslan's army and territory including Pevensies . Edmund is main characters who has more serious neglect form his older brother Peter, great leader who care about Lucy and sister, Susan; bullying Lucy a lot. All of siblings rescue Edmund from White witch but Edmund apologizes and learn mistakes what he is done. Aslan lovingly show and present him as Just King not great but widely wisdom. After battle end, Pevensie fight White Witch's army. Pevensies present them heir to throne; Peter the great, Susan the gentle, Lucy the Valiant. 
 Therefore, the movie resemble (the show The Magician), Avengers, Harry Potter, A Wrinkle in Time and Bridge to Terabithia. It seems more like sibling rivalry. Great actings though; Gallagher from Shameless and Pearson from this is Us, both show showing family stick together.","
            10/10
            "
"Rainey-Dawn","19 December 2021","I've been waiting for years for a live action film of this incredible story of my childhood. My breath was taken away watching this film unfold - just beautiful!Some of the book scenes were cut for this screen adaptation but the action and drama flows well on the viewing monitor without the whole book intact.The story is coherent, sets and costumes are as marvelous as the special effects. Brilliant! I love this movie!10/10.","
            10/10
            "
"joshuabush-34620","8 March 2021","This movie is a absolutely magical in the best possible way. Can't get enough of it. Everything is stunning, beautiful, and crafted so perfect to being a perfect adaptation. One of the best fantasy movies ever along with book adaptations of all time. One of my favorites!","
            9/10
            "
"phillipstephenso","6 December 2005","A little game of hide and seek can be surprising. Four English children are sent to a countryside mansion during World War II to escape the bombings. While there, they discover, through playing a game of hide and seek, a way to visit Narnia through a wardrobe. Narnia proves to be a parallel world undergoing a crisis similar to that which faces their own world. The plot then takes several fairy tale like turns including the delightful faun, a whole menagerie of charming animals who talk like humans, a scary witch queen, centaurs, and finally a medieval battle similar to those found in the Lord of the Rings. But, C.S. Lewis clearly intends to use this story to share his heartfelt theology of grace, to which he devoted much of his life. Of course, Aslan the Lion is used to represent Christ the King in this parallel world. And Aslan, like Christ, is the real meaning of sacrifice and resurrection in Narnia. So, C.S. Lewis shares again, in effect, the miracles of meekness, prophecy, grace, suffering, and glory of the Gospel in this fresh story of triumph. Mere Christianity is not so mere, after all. Meanwhile, the animation of this film is nothing short of breathtaking while the script and actors are all first rate, even the talking beavers.","
            9/10
            "
"ravenlll","24 December 2005","i am a huge movie buff, but fantasy movies have never been my genre of choice (Harry Potter or LOTR). today i saw The Chronicles of Narnia: The Lion, the Witch and the Wardrobe and i haven't stopped thinking about it. a beautifully well-done film with glorious special effects and a message that goes beyond the norm. there is nothing i can type here that hasn't already been said other than i plan to see this movie again on the big screen (a must!!) and will, of course, purchase it the minute it is released on DVD. truly amazing ....Georgie Henley was a complete delight as Lucy Pevensie and Tilda Swinton was incredible as the White Witch. i look forward to future episodes of The Chronicles of Narnia .... what a treasure!","
            9/10
            "
"kidhasaces","9 January 2006","I have been looking at the ratings for this movie for the past few weeks and as much as I wanted to see this movie I didn't get a chance until today. The ratings were decent so I was expecting a decent movie but I didn't get a decent movie, I actually think that this was one of the best movies I have seen in years.I think the rating doesn't pay its respects to this awesome movie. I haven't read any of the books therefore I can't compare both although for someone who has never read these books I must say I was shocked on how beautiful this entire adventure was. I seriously can't remember the last time where I have been at the movies and haven't at least once looked at the time during the movie or left the theater with an ""awww"" feeling about it. I actually felt like I wanted to take part of this amazing adventure.I got to the movies about twice a week and after watching King Kong I fought it would be impossible to beat but Narnia did that simply for the story and the point of the movie.The effects were well done, the characters were true and so realistic which is what made this movie incredible.I would vote in 10 on 10 because not once did I ever have a negative comment which is rare in my case :) What I like about this movie it completely removed any worries in my mind, made me think of my youth and how imagination can be at times.I think that this movie is great for all groups of ages because no matter what we all have youth in us and I truly believe you will at least enjoy this! Enjoy","
            9/10
            "
"louwburger-42312","2 April 2020","With first-rate special effects and compelling storytelling, this adaptation stays faithful to its source material and will please moviegoers of all ages.","
            10/10
            "
"Cel_Stacker","23 December 2005","A year of overdone franchises, pretentious biopics, and realistic downers at the movies ends with this well-timed, refreshing piece, which is even more amazing considering it is indeed the most fantastic allegory of the Greatest Story Ever Told.In short, the four Pevensie children escape the war-torn suburbs of early 40s London, joining their relative, an eccentric professor (Jim Broadbent) and his governess-like assistant at his countryside manor. The kids have trouble appreciating one another, despite the harsh circumstances they have just faced. Gradually, they discover that the spare room wardrobe is actually a portal to a world beyond their imagination, the world of Narnia. They find themselves on the run from the White Witch (Tilda Swinton), caught up in the centennial struggle between the Witch and the icon of justice, Aslan (Liam Neeson), and most importantly, becoming a family again.Despite its most serious origins, this story is just plain fun. I may be biased--I've read the wonderful source material from C.S. Lewis thrice. If accuracy in comparison to the novel would bother you, stay away. This is truly a big screen interpretation, but done most respectfully by Andrew Adamson, the director best known for the Shrek films. (Yeah! I know!) He shows quite a departure here, showing love and reference for the original story in this interpretation. Although a few stars are involved, one of the big reasons to see it is for the previously unknown talent, including breakout performances by James McAvoy (Mr. Tumnus), Patrick Kake (Oreius the Centaur General), and, of course, William Moseley, Anna Popplewell, Skandar Keynes, and Georgie Henley as Peter, Susan, Edmund, and Lucy respectively. Breathtaking visuals, that quite frankly, outdo the best of Potter round out the mix. The final battle is not to be missed. Finally, nothing from the original work that was left out of the film will be terribly missed. (I was delighted, in fact, that the Christmas Party was not attempted. Arguably, the saddest part of the story.) The audience aimed at is certainly children, but don't be surprised to find yourself enchanted as well. Even though you may not like to, please, PLEASE stay for the credits to see the epilogue, straight from the book, as well as some nice compositions. A very good time.","
            10/10
            "
"codeE","12 December 2005","I read the book a few times over the years, I saw the cartoon when I was a kid(I don't know why they don't show that anymore!?) then there was the live action version they showed on PBS. All of which were very good and worthy of DVD releases(I'm waiting). Now we have a feature length, big budget, special effects laden version to re-tell this great story. So naturally I was scared that it would get ""the treatment"" and suck, or be just OK. Well to my relief it was everything that I hoped for. The actors were great, the CGI effects were top notch and above all the story came through. My kids and I loved the movie. I was worried for my youngest when it came to the sacrifice part but it was handled well and we made it through with a minimum of tears.","
            9/10
            "
"Metalfairy","8 December 2005","I expected a lovely, lavish children's movie along the same lines as Harry Potter with huge chunks likely to be omitted. Once I started watching I just no longer cared. The acting was absolutely fantastic and Tilda Swinton was an absolute joy to watch. I cried, I laughed, I admired the courage of Peter. The little girl who played Lucy was a pleasure to watch.For those unaware of CS Lewis's masterpieces, this is the second book of seven ""Chronicles of Narnia"", about the four Pevensie children who accidentally stumble across the Land of Narnia and a tense situation between Aslan (voiced wonderfully by Liam Neeson) and the White Witch (Tilda Swinton).The Christian Allegory so many press articles seem to be picking up on is there and very blatant. But so what? What I saw was a fantastic retelling of CS Lewis's book and I thoroughly enjoyed the movie.The two and a half hours just flew by and I wished it could have been longer but no doubt the fidgeting children would have been a nuisance. Perfectly condensed, great casting and some lovely effects. I could not have asked for more.","
            9/10
            "
"MagicStarfire","24 June 2006","9 stars out 10 This film contains quite a lot of violence and dark scenes that are very threatening in nature. I would not recommend a very young child viewing this. I think it is too frightening and intense. A mature eight year old might could handle it, ten would be better.There were things I most definitely liked about this story/film, and a few things I didn't.They seemed to have a little problem with the way the wolves walked/moved, but over all, the special effects were brilliant.I enjoy films that feature mystical creatures and beasts such as the minotaur, centaurs, fauns, unicorns and the like, as well as all the animals talking.The story revolves around 4 English siblings during WWII, who accidentally discover the wonderful world of Narnia.Narnia is in deep trouble, however, and therein lies both the source of an interesting tale and some clichés that we really need to move past.I was pleased that a little girl (it's always a little boy) is the first to discover Narnia, even though the actress who played her was mud ugly, poor thing.And I was completely delighted with the faun who comes into the picture early, along with the magnificent lion and all the other creatures.However, I noted Mr. Beaver could have been a little nicer to his wife, there are some put-downs by him I could have done without.We also have the old tired cliché of the wolves being the vicious bad guys, and the only powerful adult female in the film is, as so frequently happens, depicted as mean and evil. The fact two girls (sisters) are in the film, as well as their brothers, does off-set this some, I will admit.Another gripe I have is the old cliché of the outsiders come to this troubled world and they are, of course, the only ones who can fix the problem. Then after they fix the problem, they are promptly fawned over as heroes by the entire population and raised to a very high social level.WARNING SPOILERS AHEAD: While I assume Edmund learned his lesson, it would have been nice to have actually heard him apologize to the lion and to his siblings.The lion sacrificing himself for worthless Edmund set very poorly with me, even though it turns out all right for the lion. I just didn't like that it happened at all.I also felt the lion should have been the king of Narnia not a bunch of outside kids, and if there needed to be more than one throne occupied then make them be the lion, the faun, and the two beavers. Maybe they should make that five thrones, and include the brave fox. Although the fox is killed I would assume he could be brought back since everybody else good that got killed or frozen could.","
            10/10
            "
"Pickwick12","9 December 2005","This film is so many things that it is difficult to put them all into words. The story of a little girl who goes to a magic land has delighted readers for fifty years now, but never before have filmmakers had the technology to convincingly create the things C.S. Lewis imagined with such clarity. The special effects and creatures are marvelous.The acting is also laudable. The children deliver obviously heartfelt performances, particularly commendable because the story requires them to display so many different emotions.The score contributes to the beauty of the film, adding a subtle layer of mood that never overpowers the action.The story is well told, fast-paced and moving. As huge fan of the book, I am not disappointed.Finally, I believe there is something transcendent about this movie. It moves beyond the realm of most children's films, even good ones, and explores themes of loss, courage, death, fear, weakness, and ultimate sacrifice. I leave every viewer to find out for himself or herself what it all means. What I believe you'll be sure of is that it definitely means something, and it just might take your breath away.","
            10/10
            "
"KadajJenova","9 December 2005","I really loved this movie! I saw it just today and it was simply outstanding. Though it wasn't like the book a lot, it was really great! From music, to acting, this movie is a must watch for LOTR fans! There were a few problems though: 1-it was a kind of fast movie 2-adding some more sequence and time to it, would not hurt 3-the acting could have been more better (but considering it was the children's first movie, that's okay) all in all this is a must see movie! Aslan's voice was done by Liam Neeson, and that's a good thing because everything matched so perfectly well together. And as the movie starts on, you sit at the edge of your seat, dying to know what happens.(that's because it's way different from the book, and I knew I sat at the edge of my chair!)","
            8/10
            "
"T1Thousand","8 December 2005","Wow. Simply wow. That is all I can say after having the luxury of screening this movie a day early. The visuals are gorgeous, the music is beautiful--everything is simply amazing. This movie takes us to the world of Narnia. I will say that as a movie, this is excellent. Those unfamiliar with the book will enjoy it. I did read it, and I will tell all of you who have read it as well--you will not be disappointed. Sure, some dialogue is left out; some scenes are cut and/or extended; and some things are not explained--but this is the MOVIE version of Narnia. If we want it exactly as the book, we might as well just read it again. This film stays true to the important and outstanding parts from the book, and I was simply awed. Tilda Swinton plays an excellent and very cold White Witch--she was indeed convincing. Her portrayal of Jadis is very well-done. The scenery, the magical creatures--just stupendous. People are calling this a miniature Lord of the Rings. Well of course--C.S. Lewis and J.R.R Tolkien were friends, so it would make sense. I have already said all I could say about this wonderful film. Beautiful, beautiful, beautiful =) 8.8/10 Stars","
            10/10
            "
"tomcat91468","7 January 2006","I liked it. I liked the Christian analogy. I liked the symbolism and the message of redemption. It was entertaining and the performances, direction and special effects were excellent. Enough said about that. The movie, Narnia, held my attention as a Grandma; however, I was a little concerned whether my 7 year old Granddaughter would be able to hang in through the long hours. I was also concerned that some of the scarier parts would be frightening to her. Well, she hung in and wasn't particularly scared except when the (I'm trying to avoid a spoiler) lion was put on the stone. It's not for a child younger than 7 and it's not for every 7 year old. I did think the conversation that came afterward was a beneficial one. Explaining why this movie was an analogy to Christianity was a good opening to a discussion about always trying to do one's best and how God's forgiveness is always there for us.","
            9/10
            "
"roberthanly","11 December 2005","This movie blew me away. It exceeded all my expectations in all areas. I have never read the book, so this comes from a person who saw the movie first. Tilda Swinton steals the show in my opinion, as the White Witch, while the CGI and animal-speech is astonishingly believable. The soundtrack is in a league of its own with its own unique feel and its own unique melodies. While the children's' acting doesn't convince very well at the beginning, it all picks up and we see some very talented youngsters, taking on a very passionate story extremely well. The entire film is just such a pleasure to watch - go and see it. It's worth every minute.","
            10/10
            "
"JediKMan","11 December 2005","All I can say is wow. This movie impressed me beyond my comprehension. Now don't get me wrong, I knew it would be good, but I sure didn't expect it to be exquisite. I went in the theater without knowing a thing about the movie. I had never seen a preview, never read the book, never heard anything about the story, and from the moment the adventure began, I felt just as engrossed as the main characters were. One thing that scared me is all the hype. A lot of times, hype scares me. I mean, everyone was talking about it, putting it up on a pedestal, so I expected mediocrity to be honest, but after seeing it, I felt more satisfied than I ever have about a movie.The musical score, although not as epic as Lord of The Rings or Star Wars, felt very appropriate. I had never heard of the composer before, and it was a bit of a shocker that Disney chose to use him (Stephen Barton) over a few of their usuals (Klaus Badelt or Brian Benison) I have never read a book by C.S. Lewis, but I definitely caught the references to Christianity in the movie. It was so apparent that even non-Christians that are familiar with the bible in the least bit would pick up on them. I have heard a lot of people claim that Lewis was a Christian, hence the reason there are so many, subtle, and non-subtle references. This film was the first since Lord of the Rings, which grabbed me and took me through the adventure, and immersed me in the world of Narnia. The computer generated graphics, in my opinion, are equal to that of Lord of the Rings, if not better. One main difference from, which I feel appropriate to cite, is the fact that this feels more like a fairy-tale than the Lord of the Ringstrilogy. That definitely isn't a bad thing though. Liam Neeson voiced one of the characters, which added so much to the movie. And for the first time in a long time, a movie almost caused me to cry. It's not necessarily because there are sad parts, but when you get so engrossed, and feel like you are there, it almost makes you emotional. Very, very impressive.","
            10/10
            "
"MaxBorg89","28 December 2005","Before Harry Potter made his appearance, there was another fantasy series people (not just children) all over the world loved, and still love: The Chronicles of Narnia by C.S.Lewis. Now the saga has been successfully transferred to the screen (an attempt had already been made on TV in 1988-1990, but the result, while faithful to the book, was rather annoying).Based on the first volume in the series (it's actually the second if you follow the suggested reading order, but the first Lewis wrote), The Lion, the Witch and the Wardrobe tells the story of the four Pevensie siblings, Peter, Susan, Edmund and Lucy, who have to leave their home in London during WWII and live in Professor Kirke's (Jim Broadbent) huge mansion. It is there that they find the titular piece of furniture, which will lead them to Narnia, a magical world inhabited by all kinds of creatures: talking animals, fauns, centaurs, and of course the great lion, creator and king of Narnia, Aslan himself (voiced by Liam Neeson), who reveals to the children their arrival has been foretold and anticipated for years, as they're supposed to help him defeat the White Witch (Tilda Swinton), who has cursed the entire enchanted world with an everlasting winter. It's all gonna be a huge adventure, part Harry Potter (the kids who are introduced to another world and find out they are ""chosen ones""), part Lord of the Rings (the epic battle between good and evil).Okay, let's calm down with the ""epic battle"" bit. As visually mesmerizing as it may be, it suffers from the camera being a little prudish and looking away in the crucial moments. After all, we're talking about a PG feature, but come on: we're in the 21st century and this is actually the darkest opus in the saga (alongside The Silver Chair). They have even added a sequence which wasn't in the book to make the story more dramatic.That said, this wonderful movie doesn't seem to have any significant flaws, except the fact that some of the CGI wolves look a little bit too fake. The other beasts, however, look fine, and their voices are provided by a bunch of talented people: Ray Winstone's Mr.Beaver (and spouse) perfectly serves his purpose as the funny sidekick and Rupert Everett's turn as Fox makes it pretty clear why said animal is the symbol of unreliability, while Neeson's Aslan is the wise and kind mentor/father figure, in the same league as Richard Harris'Dumbledore and Ian McKellen's Gandalf. On the human side, Swinton is the standout as usual, proving you don't need excessive make-up to be a threatening presence. She is a very worthy villain for this film. The kids are good too, the quality of their acting increasing as the story goes on (lucky for us the movie was shot in chronological order).As for the Christian subtext everyone's been talking about, it is present but you don't have to interpret the film that way if you don't want to. Just consider it a hugely exciting fantasy outing and you'll be satisfied.So, after this remarkable experience, will the other six books be turned into movies as well? To paraphrase Professor Kirke, keep your eyes open...","
            9/10
            "
