"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"FiendishDramaturgy","13 January 2005","To be honest, the first time I saw this, I didn't care for it. It did not follow the story line of the game, and that made me very unhappy with this endeavor.Upon realization that a video game is ""dumbed down"" for the players to be able to concentrate, however, I opted for a second viewing and came to realize that this was not the waste of time I first believed. I was disappointed with how it played out because there were no cures along the way, they made little notice of records and files lying about, no matter how relevant they were or were not, and the sequence of things was not on par with that of the game. I realize that to do things that way would have severely hampered the flow of the movie itself and would have made it far less active. Considering this is first and foremost, an action movie (with horror elements), that would not be considered a good thing.The truth is that Milla Jovovich contributes a very capable and entertaining presence and performance to this work. Her supporting cast (every one) gave nothing but the best they had. The story itself flows quite well and was creatively written and executed. There is nothing wrong with this attempt. It just didn't live up to a fanboy's expectations. Unfortunately, that was their major principal audience; game fans, and that explains the lackluster box office payoff and the low IMDb user ratings for this attempt. The fanboys were disappointed; the casual fans casually attended this event; and the mainstream didn't understand the big deal, either way and so did not participate to a profitable level.With the release of the second installment and all the advertisement and hype Apocalypse received, it drew the mainstream fans a bit harder; the casual fans were less casual; and the fanboys were still disappointed, but resigned to the fact that this was just how it was going to be; take it or leave it. We took it and, in retrospect, embraced the first attempt, as well.It rates an 8.4/10 from...the Fiend :.","
            7/10
            "
"Smells_Like_Cheese","7 September 2007","Recently I saw the theatrical trailer for Resident Evil: Extinction and it occurred to me, I have never seen the first two Resident Evil films, and I always wanted to see them. So I rented the first two Resident Evil films and watched them last night. I had a lot of fun watching Resident Evil, it was very high action and kept my heart racing on what would happen next. This is a great movie based on a video game, this is the kind of movie that we need if we are talking about basing it on a video game. I haven't seen a good one since Mortal Kombat. The action and effects were so awesome not to mention that there are some very awesome scares in here. Very cool make up for the zombies; and the story was excellent.A virus breaks out in a lab called the Hive where everyone is held in captivity and dies. All of a sudden we see a woman passed out in a shower, she has no idea who she is, she meets two other men who have no idea who they are, but they are taken by soldiers who take them underground to the Hive. There the three learn that they are fighters for this out break and that also they might be part of what happened. The main thing is that they control the Hive, but that gets more difficult when the virus has turned the people it killed into the living dead, zombies. The woman, Alice, turns into the leader and must find out why this happened and also how they can get out alive without contaminating the world.Resident Evil was an awesome movie to watch and I would highly recommend this movie for anyone who loves action movies. If you loved Mortal Kombat I'm sure you'll love Resident Evil. There are so many great scenes, but my favorite was when Alice saw the evil dogs and they chased her throughout the lab, it was really scary but so awesome to watch. Well, you'll just have to see what I mean. Milla Jovovich was just a perfect choice for Alice, she is such a cool character and now I'm really looking forward to seeing Extinction.7/10","
            8/10
            "
"drpainters","23 August 2019","All the talk of no females in movies but you have these and underworlds. Critics just slam them though rather then enjoy for what they are, ridiculous action/horror movies . That become more cheesy and 3d as they go along . Series even has enough of an ending. Love watching all these through and 3d copies are a bonus.Update:
I just bought the 4k collection and it looks and sounds amazing. Must have for fans and if you have an atmos sound system.","
            7/10
            "
"suspiria10","4 April 2002","This one's been in development for quite some time and I was disappointed when George Romero left the project.First off,the trailer for this movie made me sweat,because it wasn't very good.Thankfully the movie rocked.By far the best game-inspired flick to date and a heck of a good ride.All the way across the board:good acting,good f/x,awesome soundtrack and score(Marilyn Manson-who'd a thought),excellent production design and top-notch direction.All-in-all a very satisfying dark run through the bowls of the Unbrella corporation....Watch out for the Red Queen and bring on RE#2.Come Get Some(sorry Duke).ENJOY!","
            9/10
            "
"Zod-2","4 October 2002","I was generally surprised that I liked this movie, not being a fan of either of it's stars.  I decided to give the movie a try since it does deal with one of my favorite horror topics...zombies!As a horror movie Resident Evil fails miserably, it's not scary and contains only small amounts of suspense.  It is much better as an action film although much of the action is chaotic, accompanied by lame heavy metal/thrash music.  But seeing as it is based on a video game and made primarily for teenage boy video game addicts it is quite good in and of itself.The movie plays well, even though it is apparent that some scenes have been cut to achieve an R-rating.  The characters do what they need to do in order to survive.One small problem with the movie is the relative lack of zombie screen time. They do appear in two major scenes but most of the time the hallways are clear.  This hive was supposed to employ thousands of people but you only ever see 100 zombies at the most.  Also, the humans seem to be able to travel easily wherever they have to go until it is time for another action sequence.  It would have been better if they constantly ran into single zombies which they were able to easily dispose of, but this is nit-picking on my part.Overall I enjoyed the movie and I have never seen, let alone played, the video game.  I'm not sure if this movie will have the staying power over multiple viewings for me (like Aliens) but it's a very good single viewing action picture.  Easily the best movie I have seen based on a video game. Despite it's flaws Resident Evil rates a 7 out of 10, if taken more seriously this could have been a really good movie.  It would have been nice to see a George Romero version.","
            8/10
            "
"kluseba","12 June 2020","Resident Evil is the first of six live action movies based upon the Japanese Biohazard video game franchise. The movie tells the story of a mysterious attack on an underground research facility known as The Hive that is owned by Umbrella Corporation. A specialized commando attempts to enter the vast complex and find out what has happened. Three amnesiacs who are found near the facility are captured by the the commando. The group soon realizes that the scientists have been murdered and that the research facility hides abominable secrets that put their lives in danger.This movie has aged surprisingly well. The special effects look barely dated and convince with a gripping dystopian atmosphere. The locations are particularly intriguing as the entire movie takes place in a dark underground research facility and its immediate surroundings. The soundtrack underlines the film's atmosphere and comes around with sinister, liberating and gripping nu metal and alternative rock music. The story comes around with a few twists and turns. The characters are quite intriguing, especially enigmatic lead character Alice played by an excellent Milla Jovovich, tough police officer Rain Ocampo played by Michelle Rodriguez and the holograph played by Michaela Dicker who represents the facility's artificial intelligence known as the Red Queen. Resident Evil offers a balanced mixture of atmospheric and tense sequences and brutal and dynamic scenes. The combination of action, horror, mystery and science-fiction elements is also quite balanced.In the end, Resident Evil is certainly one of the very best live action movies based upon a video game franchise. I initially watched this film as a teenager and liked it but I have recently been watching it again as an adult and have come to the conclusion that I like it even better today than I did back in the days. The movie is in the spirit of numerous horror and science-fiction movies of the late nineties and early years of the millennium such as Cube, Equilibirum and My Little Eye. If you like these films, you are going to adore Resident Evil. Make sure to check out the video games as well if you haven't done so already.","
            6/10
            "
"Beyondtherain","13 June 2020","Not sure why I never watched this film...I grew up playing the games and seen a few of the newer sequels...this is definitely better than those sequels and is shot really nicely. Only thing is, the regular zombies were a bit 80s looking lol. But the huge deformed ones were great looking","
            7/10
            "
"jboothmillard","19 September 2005","Directed by Paul W.S. Anderson (Mortal Kombat, AVP: Alien vs. Predator, Death Race, Pompeii), I had always heard of the popular zombie survival horror video games series, and I had enjoyed the George A. Romero Living Dead films, I was hoping for the same entertainment with this video game based film. Basically the film starts in the secret underground laboratory located beneath Raccoon City, called The Hive, owned by the Umbrella Corporation, an accident occurs and a deadly chemical called the T-Virus is released into the facility, the artificial intelligence security system, The Red Queen, traps all workers inside to contain the infection. Alice (The Fifth Element's Milla Jovovich) awakens alone in a deserted mansion, she is suffering from short-term amnesia, she is shortly accompanied by police officer Matt Addison (Ugly Betty's Eric Mabius), before he is subdued by a military unit, sent by the Umbrella Corporation. The commandos consist of leader James ""One"" Shade (Colin Salmon), Rain Ocampo (Michelle Rodriguez), medic Chad Kaplan (Martin Crewes), J.D. (Pasquale Aleardi) and two others, they have been assigned to shut down the main computer and quarantine the virus, and along the way also meet fellow amnesiac Spence Parks (A Knight's Tale's James Purefoy), he was in a sham marriage with Alice, to protect the Hive's entrance. To get to the Hive the team must first travel the long underground train system to reach the facility, and pass through the various, and dangerous, security and weapon systems they unintentionally activate, including a laser defence system that slices most of the commandos into pieces. Alice and the remaining members manage to get to the circuit board containing the Red Queen system, it is deactivated and all doors are unlocked, but the team had not counted on the release of a horde of zombified people, these undead creatures were formerly the staff working inside the Hive, they have been infected by the T-Virus. After battling with these flesh hungry mutated people, Alice suggests reactivating the Red Queen who will be able to explain what happened in the Hive, the artificial intelligence explains the infection that spread, that the virus is contagious and reanimates dead bodies with an impulse, they are driven by the basic need to feed, one bite or scratch from a creature and that person will become one themselves, trauma to the head is the only way to kill them. The team try to navigate their way out of the facility and back to the train to reenter Raccoon City, but the zombies are all over the place and blocking their path, as well as mutated dogs, and an experimental beast made from evolution in human flesh, and they must also be careful not to bring the effects of the T-Virus to the surface and spread the infection further. Also starring Ryan McCluskey as Mr. Grey, Oscar Pearce as Mr. Red, Indra Ové as Ms. Black, Anna Bolt as Dr. Green, Joseph May as Dr. Blue, Heike , Makatsch as Lisa, Jaymes Butler as Clarence, Stephen Billington as Mr. White, Fiona Glascott as Ms. Gold and Jason Isaacs as Dr. William Birkin, also narrating. Jovovich is great being the kick-ass woman who slowly regains her memory and a bunch of martial arts and gun skills, Rodriguez is also feisty, the supporting cast all do well also, the special effects and makeup for the zombies, mutated things and scientific stuff are all cool, and the music by shock rocker Marilyn Mason gives the action edge, it is exciting compared to the rubbish or average sequels that followed, a great science- fiction horror action film. Good!","
            9/10
            "
"lojitsu","8 July 2019","A-Z Horror Movie of the Day...""Resident Evil"" (R - 2002 - Blu)Lang: Eng
Sub-Genre: Monster/Zombie
My Score: 7.2Cast=6 Acting=7 Plot=9 Ending=8 Story=6
Scare=6 Jump=5 F/X=8 Monster=9 Gore=8A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.""I don't want to be one of those things...walking around without a soul."" One of the biggest zombie franchises and just about the biggest franchise based from a video game...this is probably the one true horror movie of the group. I came into this as a fan of the game...but left a fan of Milla Jovovich. I would cut my arm off if I was bit, but I wouldn't cut it off to see this movie...you have to draw the line somewhere.","
            8/10
            "
"noah-65732","2 November 2023","Despite its commercialism Resident Evil is really good zombie movie. The story follows Alice in her struggle to regain her memory and uncover the secrets of the Umbrella Corporation's T-Virus which turns people and animals into zombies and/or mutants. The movie has great camera work, decent special effects, a creepy soundtrack and lots of action. Some of the acting is a bit half-ass and some of the dialogue is a bit cliché but overall it was pretty well done for a movie based on a video game. This installment is the strongest film in the Resident Evil Saga. I recommend this for fans and non fans of the genre.","
            8/10
            "
"PredragReviews","22 May 2016","""Resident Evil"" starts off with a slam-bang double-opening - inside an ultra high-tech underground research-and-development facility, something goes terribly wrong and a gas escapes as the facility's emergency system kicks in, locking down the building and resulting in the apparent deaths of hundreds of employees; at about the same time, above ground, a young woman named Alice (Milla Jovovich) wakes up inside a grand mansion with no memory of who she is, only minutes before the place is stormed by a group of well-armed commandos. Thus begins the successful movie adaptation of the ""Resident Evil"" series of video games.The acting here is equally note-perfect: Milla is at the top of her game and shows off her acting chops as well as her more corporeal talents; in the hands of a lesser actress the role would have been generic action-flick fodder. Michelle Rodriguez (Ocampo) keeps snarling and cracking wise 'til the bitter end; Eric Mabius is charmingly and appropriately plastic (where is his character coming from, anyway?) and also carries off his role like a champ. Colin Salmon (James ""One"" Shade) once again bravely carries Shakespearean delivery into Anderson's laser jaws of death, while James Purefoy does what he has to do as the poor man's Chris Lambert. He's a good villain, and because of that you end up rooting for the zombies and even the disgusting ""Licker"". A word should be said about the special features here: while it's a treat to have a ticket to the less ambitious ""Resident Evil: Apocalypse"", fans of the original will find the six segments on the special effects centerpieces of the film tasty, particularly in the mix between good old-fashioned animatronics and CGI. The alternate ending is amusing for completest, if only to show just how critical a solid editor can be. And without a doubt, the hysterical main commentary track with Anderson, Jovovich, and Rodriguez is worth the price of admission alone. Lucky, lucky Paul Anderson! Overall rating: 8 out of 10.","
            9/10
            "
"kurtboob-00639","26 November 2021","I had this movie on VHS and would go to sleep to it every night. Not because it was boring but because I was obsessed with it it's so good. Its not just action for the sake of action it has a great story line. I can't believe this was the start to a 6 movie series.","
            6/10
            "
"Richie-67-485852","17 August 2017","I remember the first time I caught this it was by accident (?) The opening sequence where they explain an underground facility intrigued me so I stayed with it. It pulled me right in. The story is rather unique and they pull it off in a credible way. Who doesn't like a secret underground city type facility, run by a computer that has had a breakdown of some sort being investigated by an elite squad of Marine types? It just captures you as the story unravels quite nicely. It had some nice scares and twists and just when you think you are out it pulls you back in more than once I might add. Its just a well executed movie. While I prefer no nudity in the movies, this was understandable as the story presents it. It does distract but for Hollywood that means $$$. This went on to launch a series of movies so need for me to go on and on. Give a look-see and find out what this is all about. BTW...I like to eat while watching. However, Zombie films don't stimulate the appetite and this had plenty of thrill-action keeping you occupied. Do have a tasty drink and perhaps some sunflower seeds on standby. Enjoy","
            8/10
            "
"educallejero","29 March 2019","Entertaining movie based on a video-game. That's not an easy job.They managed to create a compelling personal story for the main protagonist (Mila) and explained the context and plot very efficiently.Once the action kicks in, the pace is great and the survival aspect mesh really well with the intriguing plot. The characters are thin, of course, but they work too, without annoying ""comic-relief only"" or ""the defenseless"".I don't know, but I'm sure someone could find plot-holes, but overall, if they exist, you don't notice while watching this good video-game zombi movie.","
            8/10
            "
"onionbagel","29 January 2017","Let me start off by saying 2 things: 1. I have played all the ""core"" Resident Evil games (1-6). 2. I like the 6 movies more than the 6 games.Review for if you've played the game(s): The first Resident Evil movie starts off in the mansion much like the first game, but doesn't stay there long. Alice (the protagonist) (NOT in the games!) wakes up with no memory and ends up going below the mansion to a place called ""The Hive"" (Umbrella Corp's secret facility). Her and a group of Umbrella spec-ops are tasked with containing/killing a leaked virus before the infection spreads across the city above (and the rest of the world). There are of course zombies and ""lickers"" (from the games), but also an ""enemy"" called ""The Red Queen"" who is the security AI that locked down ""The Hive"" to contain the disease. In the end, Alice (and one other member) escapes to find Umbrella scientists waiting for them back in the mansion. Alice is taken to a lab in Raccoon City and her friend is put into the ""Nemesis Program"".Review for if you HAVEN'T played the game(s): A girl named Alice wakes up with no memory in a fake mansion above a secret government facility. In this facility, a virus is spread and the facility is locked down by the AI running the place. Alice and some spec-ops agents must kill/contain the infected in order to prevent the spreading of disease to the city above (and the rest of the world). FINAL VERDICT: If you're into action movies, zombies, bad-ass girls or all of the above, you'll like this movie. If you are a HUGE fan of the Resident Evil video games (especially the first one), you may not.","
            5/10
            "
"InaneSwine","22 February 2010","For die-hard fans of the original 'Resident Evil' video game series, this film may come as a disappointment, as the general horror and darkness that made the games so unnerving has been ditched here, in lieu of an intense action-thriller. Nonetheless, in its own right, this film is highly entertaining.Milla Jovovich puts in a superb performance as Alice, who is lead into an underground base of a multi-national corporation to do battle with a series of ghoulies and monsters, including a horde of the undead. With terrific co-star Michelle Rodriguez, there is never a dull moment, moving at a furious pace with just the right mix of dry humour, mystery that surrounds the ""Umbrella Corporation"" and its motives, and impressive action sequences featuring an agile Jovovich in the dress she's barely wearing performing some remarkable stunts.","
            7/10
            "
"filmbuff1970","22 March 2002","First off i want to say i didnt hate this movie,It was just an average action horror movie that steals from Aliens,Night of the living dead.but the movie i found it copying the most was Ghosts of Mars.I liked Ghosts of Mars though i admit this was better.The characters in this are less likable.and only the female lead and Tony Todd come close to being memorable.the direction was good.so an entertaining movie that is better than most video game movies.6 out of 10","
            9/10
            "
"paul_haakonsen","17 July 2020","Well, being a long time fan of the ""Resident Evil"" games - been playing those since the original game was released. So having a movie adaptation for the franchise has been good. Well, at least it started out alright, and then as the franchise progressed, the steam just deflated the balloon.I will say that writer and Paul W.S. Anderson actually managed to capture the essence of the ""Resident Evil"" games with this 2002 movie, and at the same time he managed to make the movie action-packed and thrilling, as I doubt a movie as slow paced as the game would prove for less adequate entertainment.I have watched this 2002 ""Resident Evil"" movie about four or five times already over the years since it was released. And I can honestly say that this particular first movie in the franchise keeps being as entertaining as it was the first time I saw it.There is a good storyline to the movie, albeit it is one that is very familiar if you have played the games, for better or worse. But still, regardless of you having played the games or not, there is something in this 2002 movie for just about everyone in the audience.The movie has a very great cast ensemble to portray the various characters and roles, and I think they casted people quite well for ""Resident Evil"". Normally, I am not overly keen on Milla Jovovich, but she carries herself quite well as Alice. Furthermore, the movie also have the likes of Eric Mabius, Martin Crewes and Colin Salmon. And of course then there is also James Purefoy and Michelle Rodriguez, and ""Resident Evil"" really is their movie, because they were really outstanding in the movie and portrayed their characters with such grace and intensity.For a zombie movie, then there is a lot of action in ""Resident Evil"", and it works out well, especially since the movie starts out slow, dropping hints to the fans and slowly builds up the atmosphere and director Paul W.S. Anderson lines up the events quite well and executes them great on the screen. I will say that ""Resident Evil"" is a very intense zombie movie, and it definitely feels like you are right there in The Hive, deep underground with the characters in the movie.Something that should be said worked really well for ""Resident Evil"" was the way that it was filmed, lots of scenes were so true to what you experience in the games, such as long corridors, enclosed spaces, etc. That was just pure candy for us fans of the games.The movie also had good zombie make-up and effects. And of course, this being a ""Resident Evil"" movie based loosely on the first game, then you also have the zombie dogs and the lickers. Now, the zombie dogs were really great. And while the lickers are a crucial part of the ""Resident Evil"" lore, then the CGI here in this 2002 movie really didn't do them full justice, as they looked like what they were; CGI animated. It was a shame.""Resident Evil"" is a movie that can be watched over and over.My rating of Paul W.S. Anderson's 2002 movie is a seven out of ten stars.","
            10/10
            "
"Fella_shibby","19 February 2017","I saw this first in a theatre in 2002. It is a fast-paced, high octane zombie flick filled with brisk action sequences. Revisited it recently on a DVD. Seen all its sequels in theatre. The plot - A virus has been released inside a secret underground lab, turning its workers into zombies, a military task force is deployed to take care of the problem. The lab is filled with traps n packed with flesh-eating creatures n ferocious dogs. The film actually does an efficient job of recreating the ambiance of the video game. The initial office building chaos is great and there's a bit of nastiness involving an elevator scene. The film is famous for its laser defence system scene, the zombified dogs, awesome fight scene with the zombie doberman dogs n different creatures. It is also an adventure film in which the lead characters, especially Milla Jovovich always move forward without looking back. Another known face, Michelle Rodriguez is at her sexiest when wielding a weapon. Paul W.S. Anderson famous for action/horror/sci-fi films did a fine job with the direction.","
            9/10
            "
"cruise01","5 April 2020","Resident Evil 5 out of 5 stars.Great action sequences. I am a huge fan of the game series. May not be the best adaptation. For a movie trying to be its own thing was great. The plot is a little slow. But it picks up. The laser hall scene was intense. The music score is awesome. The script and direction is fast moving. It ends in a cliffhanger for a sequel. The licker monster was awesome. The zombie dog scene with Alice facing against them was awesome. The cast is great.Overall, Resident Evil is an awesome film that is loud, action packed, and entertaining.","
            6/10
            "
